Time (s),Accel_X (m/s^2),Accel_Y (m/s^2),Accel_Z (m/s^2)
1.300240606E1,2.814557552E-1,1.000528908E1,8.087740541E-1
1.301229319E1,4.301098585E-1,9.720243454E0,1.031306505E0
1.302218033E1,5.617151260E-1,9.638887405E0,1.067198873E0
1.303206746E1,6.047859192E-1,9.442676544E0,1.012163997E0
1.304195460E1,8.321040869E-1,9.164810181E0,1.172483087E0
1.305184174E1,1.004686356E0,9.064311028E0,1.464706540E0
1.306172887E1,1.052542806E0,9.126524925E0,1.646561027E0
1.307161595E1,8.802596331E-1,9.231808662E0,2.123031855E0
1.308150309E1,7.603194118E-1,9.323035240E0,2.441277266E0
1.309139023E1,8.898309469E-1,9.299106598E0,1.787737608E0
1.310127736E1,1.275075316E0,9.287142754E0,1.639382601E0
1.311116450E1,1.854437590E0,9.100203514E0,1.792523265E0
1.312105163E1,2.433799744E0,8.810671806E0,1.878664851E0
1.313093877E1,2.594418049E0,8.549555779E0,1.780559182E0
1.314082590E1,2.266302109E0,8.334200859E0,2.079961061E0
1.315071304E1,1.732403636E0,8.159524918E0,2.496611357E0
1.316060012E1,1.624726534E0,8.188239098E0,2.276172638E0
1.317048726E1,2.110768557E0,8.427521706E0,1.593919039E0
1.318037439E1,2.491227388E0,8.659625053E0,1.354636669E0
1.319026153E1,2.568096876E0,8.836993217E0,1.167697430E0
1.320014866E1,2.328515530E0,8.966205597E0,1.296909928E0
1.321003580E1,2.027019978E0,8.999705315E0,1.421635747E0
1.321992293E1,1.986341953E0,8.978169441E0,9.810572863E-1
1.322981007E1,2.218445778E0,9.246166229E0,3.586242795E-1
1.323969720E1,2.663809776E0,9.765707016E0,-1.920240223E-1
1.324958434E1,3.176172972E0,1.029721355E1,-5.775675774E-1
1.325947142E1,3.487239838E0,1.029960632E1,-7.666005492E-1
1.326935856E1,3.511168242E0,9.873683929E0,-7.043871880E-1
1.327924569E1,3.360420227E0,9.452247620E0,-6.996015310E-1
1.328913283E1,3.164208889E0,9.152845383E0,-7.378866673E-1
1.329901997E1,3.379562855E0,8.970991135E0,-9.029914737E-1
1.330890710E1,3.779463291E0,8.829814911E0,-9.990034699E-1
1.331879424E1,4.157529354E0,8.851349831E0,-1.027717352E0
1.332868137E1,4.171886444E0,8.911170959E0,-8.144569993E-1
1.333856851E1,3.755535126E0,8.970991135E0,-8.024929166E-1
1.334845564E1,3.310171127E0,8.973383904E0,-3.717848063E-1
1.335834272E1,3.087339401E0,8.985347748E0,2.572284266E-2
1.336822986E1,3.113959551E0,9.061918259E0,1.238285750E-1
1.337811700E1,3.384348631E0,9.069096565E0,2.844468057E-1
1.338800413E1,3.688536167E0,9.040383339E0,2.437688112E-1
1.339789127E1,3.870390654E0,9.085846901E0,2.988037169E-1
1.340777840E1,3.894318819E0,9.064311028E0,6.122635007E-1
1.341766554E1,3.781856298E0,8.949456215E0,6.936194897E-1
1.342755267E1,3.841676712E0,8.817850113E0,8.327022791E-1
1.343743981E1,3.891926050E0,8.707481384E0,7.175477147E-1
1.344732689E1,3.896711588E0,8.781958580E0,5.261218548E-1
1.345721403E1,3.865604877E0,8.908778191E0,3.155534863E-1
1.346710116E1,3.903890133E0,9.002098083E0,-1.010967568E-1
1.347698830E1,3.954139471E0,8.937491417E0,-4.507479668E-1
1.348687543E1,4.176671982E0,8.791529655E0,-7.067800164E-1
1.349676257E1,4.459323883E0,8.707481384E0,-7.378866673E-1
1.350664970E1,4.504787922E0,8.595019341E0,-5.823532343E-1
1.351653684E1,4.299005032E0,8.487341881E0,-2.183450609E-1
1.352642398E1,4.162314892E0,8.539983749E0,1.854437590E-2
1.353631111E1,4.066602230E0,8.681160927E0,2.700898647E-1
1.354619825E1,3.906282902E0,8.832207680E0,4.112663865E-1
1.355608533E1,3.633202076E0,8.884849548E0,6.314060688E-1
1.356597247E1,3.640380621E0,8.815457344E0,8.997012973E-1
1.357585960E1,3.882354736E0,8.836993217E0,7.701897621E-1
1.358574674E1,4.265505314E0,8.987740517E0,4.495515525E-1
1.359563387E1,4.433002949E0,9.109774590E0,4.486542568E-2
1.360552101E1,4.421039104E0,9.140881538E0,-2.901297510E-1
1.361540814E1,4.392324924E0,9.076275826E0,-4.938187599E-1
1.362529528E1,4.547858715E0,8.915956497E0,-5.943173170E-1
1.363518241E1,4.631607533E0,8.693124771E0,-7.450651526E-1
1.364506955E1,4.464109898E0,8.484949112E0,-5.919244885E-1
1.365495663E1,4.437788486E0,8.362915039E0,-3.170489892E-2
1.366484377E1,4.356432915E0,8.190631866E0,1.429711580E-1
1.367473090E1,4.294219494E0,8.089834213E0,-3.649054468E-2
1.368461804E1,4.418646336E0,8.104190826E0,-3.765704632E-1
1.369450517E1,4.976472855E0,8.322237015E0,-1.456032634E0
1.370439231E1,5.869294643E0,8.774779320E0,-2.172084808E0
1.371427944E1,6.384050846E0,8.997312546E0,-2.121835470E0
1.372416658E1,6.202196121E0,9.095417976E0,-1.726720691E0
1.373405372E1,5.409873009E0,9.085846901E0,-1.650150299E0
1.374394085E1,4.823332310E0,8.959027290E0,-1.424925923E0
1.375382799E1,4.708177567E0,8.887242317E0,-1.178465128E0
1.376371507E1,4.916652203E0,8.889635086E0,-1.020538807E0
1.377360220E1,5.359623432E0,8.949456215E0,-1.104287624E0
1.378348934E1,6.151947021E0,8.980562210E0,-1.305284739E0
1.379337648E1,6.982555389E0,8.798707962E0,-1.427318692E0
1.380326361E1,7.561917782E0,8.398807526E0,-1.190429211E0
1.381315075E1,7.734499931E0,7.869694710E0,-8.048857450E-1
1.382303788E1,7.502097130E0,7.299903870E0,-4.555336237E-1
1.383292502E1,7.219744205E0,6.797111988E0,1.615155302E-2
1.384281215E1,7.100102901E0,6.524330139E0,2.940180898E-1
1.385269929E1,6.941877365E0,6.421139717E0,3.921238184E-1
1.386258637E1,6.882057190E0,6.411568165E0,4.710869491E-1
1.387247351E1,6.736094952E0,6.586543560E0,6.577271223E-1
1.388236064E1,6.429514408E0,6.892824650E0,8.662018180E-1
1.389224778E1,6.331408501E0,7.359724045E0,9.882357717E-1
1.390213491E1,6.128018856E0,7.809874058E0,1.119840980E0
1.391202205E1,5.974878311E0,8.128119469E0,1.115055323E0
1.392190918E1,5.845366478E0,8.305487633E0,1.060020447E0
1.393179632E1,5.677868843E0,8.492127419E0,7.654041648E-1
1.394168345E1,5.591727257E0,8.712266922E0,3.897309899E-1
1.395157059E1,5.752046585E0,8.994919777E0,1.836491376E-1
1.396145772E1,5.996413708E0,9.241379738E0,-1.010967568E-1
1.397134486E1,6.168696880E0,9.401998520E0,-2.590230405E-1
1.398123200E1,6.125626087E0,9.112167358E0,-4.507479668E-1
1.399111913E1,5.924628735E0,8.525627136E0,-6.254240274E-1
1.400100622E1,5.574977875E0,7.857730389E0,-6.684948206E-1
1.401089335E1,5.270790100E0,7.376473904E0,-5.368895531E-1
1.402078049E1,4.899902344E0,6.892824650E0,-2.853440940E-1
1.403066762E1,4.808975220E0,6.390032768E0,2.270190418E-1
1.404055476E1,5.050650597E0,6.086144447E0,5.476573110E-1
1.405044189E1,5.467300415E0,5.810670853E0,1.052842021E0
1.406032903E1,5.737689495E0,5.767600060E0,1.296909928E0
1.407021616E1,5.816652775E0,6.088537216E0,1.277767301E0
1.408010330E1,5.725725651E0,6.509973049E0,1.459920883E0
1.408999043E1,5.958128452E0,6.873682022E0,1.653739572E0
1.409987757E1,6.331408501E0,7.110870838E0,1.629811287E0
1.410976541E1,7.023233414E0,7.498507977E0,1.328016520E0
1.411965255E1,7.358527660E0,7.773981571E0,9.092726111E-1
1.412953963E1,6.905985355E0,7.807481289E0,7.630113363E-1
1.413942677E1,6.317051888E0,7.757231712E0,8.398807645E-1
1.414931400E1,5.962913990E0,7.800302505E0,9.068797827E-1
1.415920114E1,5.854938030E0,7.991728306E0,9.978070259E-1
1.416908828E1,5.740082264E0,8.123333931E0,1.004985452E0
1.417897541E1,5.661119461E0,8.094619751E0,9.236295223E-1
1.418886255E1,5.895616055E0,8.231309891E0,8.949156404E-1
1.419874968E1,5.529513836E0,8.410771370E0,7.872386575E-1
1.420863682E1,4.787439823E0,8.338987350E0,6.361917257E-1
1.421852395E1,4.466502666E0,8.245666504E0,5.835496187E-1
1.422841109E1,4.500001907E0,8.322237015E0,4.591228366E-1
1.423829822E1,4.775176525E0,8.489734650E0,3.801597059E-1
1.424818536E1,5.103292465E0,8.638090134E0,1.046859920E-1
1.425807250E1,5.280361176E0,8.578269005E0,1.908276081E-1
1.426795963E1,5.335396290E0,8.355736732E0,1.357926875E-1
1.427784671E1,5.268397331E0,8.291130066E0,-2.781656384E-1
1.428773385E1,4.712963104E0,8.317451477E0,3.768695518E-2
1.429762098E1,3.750749588E0,8.341380119E0,3.370888829E-1
1.430750812E1,2.615953445E0,8.405985832E0,5.165506005E-1
1.431739526E1,1.694118381E0,8.520841599E0,8.949156404E-1
1.432728239E1,1.569691658E0,8.616554260E0,1.263410330E0
1.433716953E1,2.211267233E0,8.566305161E0,1.342672586E0
1.434705666E1,3.274278641E0,8.547162056E0,1.215553880E0
1.435694380E1,4.224827290E0,8.734101295E0,1.088734269E0
1.436683093E1,4.634000301E0,8.860920906E0,1.189232826E0
1.437671807E1,4.363611221E0,8.844171524E0,1.308874011E0
1.438660520E1,3.484847069E0,8.673981667E0,1.237089276E0
1.439649234E1,2.187339067E0,8.599804878E0,1.184447169E0
1.440637947E1,5.114658475E-1,8.671588898E0,1.517348647E0
1.441626661E1,-1.083051324E0,8.911170959E0,1.924427629E0
1.442615374E1,-1.805982947E0,9.231808662E0,2.649751902E0
1.443604088E1,-1.671984792E0,9.344570160E0,2.879462957E0
1.444592802E1,-1.006481051E0,9.224630356E0,2.532503605E0
1.445581510E1,3.888336709E-3,9.126524925E0,1.957927108E0
1.446570229E1,7.387840152E-1,8.966205597E0,1.962712765E0
1.447558937E1,9.664012194E-1,8.630910873E0,2.319243431E0
1.448547651E1,7.459624410E-1,8.279166222E0,2.379063845E0
1.449536364E1,2.407777756E-1,8.161917686E0,2.628216505E0
1.450525078E1,-4.893322289E-1,8.166703224E0,2.568396091E0
1.451513791E1,-1.142871857E0,8.288737297E0,2.750250578E0
1.452502505E1,-2.248954296E0,8.264809608E0,2.676073074E0
1.453491218E1,-3.457927704E0,8.123333931E0,2.812463999E0
1.454479932E1,-3.666402578E0,8.128119469E0,2.752643347E0
1.455468645E1,-2.933600664E0,8.070692062E0,2.333600283E0
1.456457359E1,-1.777269006E0,8.331808090E0,1.981855392E0
1.457446072E1,-9.466604590E-1,8.758029938E0,1.965105653E0
1.458434786E1,-4.510470629E-1,8.925527573E0,1.981855392E0
1.459423500E1,-3.314059377E-1,8.901598930E0,2.161317110E0
1.460412213E1,-5.324030519E-1,8.712266922E0,2.120639086E0
1.461400927E1,-8.724829555E-1,8.525627136E0,2.010569334E0
1.462389640E1,-1.341476202E0,8.386843681E0,2.020140409E0
1.463378354E1,-1.786840320E0,8.319844246E0,2.242672920E0
1.464367062E1,-2.217847586E0,8.355736732E0,2.426920414E0
1.465355776E1,-2.203490496E0,8.484949112E0,2.496611357E0
1.466344489E1,-1.827518344E0,8.441878319E0,2.618645191E0
1.467333203E1,-1.303191066E0,8.212167740E0,2.340778828E0
1.468321916E1,-6.544370055E-1,7.982157230E0,1.965105653E0
1.469310630E1,1.283151209E-1,8.034799576E0,1.529312730E0
1.470299343E1,6.765705943E-1,8.734101295E0,1.974676847E0
1.471288057E1,6.454638839E-1,9.995717049E0,2.453241348E0
1.472276770E1,-2.907279432E-1,1.170748329E1,3.564109325E0
1.473265484E1,-2.560320139E0,1.221266747E1,6.116353989E0
1.474254197E1,-6.582355976E0,1.039292622E1,7.737192154E0
1.475242911E1,-9.744770050E0,8.144868851E0,7.727620602E0
1.476231625E1,-9.134301186E0,7.814659595E0,6.192924023E0
1.477220338E1,-5.588736534E0,9.289535522E0,4.366302967E0
1.478209052E1,-2.069492579E0,1.076889801E1,1.922034740E0
1.479197765E1,4.947160780E-1,1.151575851E1,4.950151742E-1
1.480186479E1,9.999007583E-1,1.183908844E1,6.529414654E-1
1.481175192E1,-6.711867452E-1,1.164766216E1,1.799701691E0
1.482163906E1,-2.746960402E0,1.072104168E1,2.213959217E0
1.483152619E1,-3.570390463E0,9.497711182E0,1.885843396E0
1.484141333E1,-2.983849764E0,8.851349831E0,1.095912814E0
1.485130046E1,-1.468594909E0,9.207880974E0,6.864410043E-1
1.486118760E1,-1.372881979E-1,9.803992271E0,5.045864582E-1
1.487107468E1,2.479562461E-1,1.010818005E1,3.945166469E-1
1.488096182E1,-1.157527938E-1,9.933504105E0,5.667998791E-1
1.489084895E1,-9.418748021E-1,9.466604233E0,9.547362328E-1
1.490073609E1,-1.667199135E0,9.014061928E0,1.596311808E0
1.491062322E1,-1.820339799E0,8.813064575E0,2.008176327E0
1.492051036E1,-1.331904888E0,8.810671806E0,2.065604210E0
1.493039750E1,-7.501499057E-1,9.042776108E0,1.658525229E0
1.494028463E1,-5.419743061E-1,9.435498238E0,1.450349569E0
1.495017176E1,-7.046862841E-1,9.653244972E0,1.433599830E0
1.496005890E1,-9.610173702E-1,9.653244972E0,1.270588875E0
1.496994604E1,-1.130907774E0,9.545567513E0,9.643075466E-1
1.497983317E1,-1.274477124E0,9.423533440E0,9.236295223E-1
1.498972031E1,-1.291226864E0,9.535996437E0,1.045663476E0
1.499960744E1,-1.214656591E0,9.734601021E0,9.547362328E-1
1.500949458E1,-1.171585798E0,9.911968231E0,1.160519004E0
1.501938171E1,-1.142871857E0,1.001486015E1,1.234696507E0
1.502926885E1,-1.243370414E0,9.909575462E0,1.086341500E0
1.503915598E1,-1.257727385E0,9.648459435E0,9.308080077E-1
1.504904312E1,-1.399203062E0,9.421140671E0,9.619147182E-1
1.505893026E1,-1.671984792E0,9.370891571E0,1.095912814E0
1.506881739E1,-1.767697692E0,9.289535522E0,1.170090318E0
1.507870453E1,-1.367797256E0,9.267701149E0,1.088734269E0
1.508859166E1,-5.084748268E-1,9.267701149E0,1.088734269E0
1.509847880E1,3.511467278E-1,9.265308380E0,1.069591761E0
1.510836593E1,8.802596331E-1,9.368498802E0,7.848458290E-1
1.511825307E1,1.002293587E0,9.478569031E0,9.858429432E-1
1.512814020E1,9.544371367E-1,9.519247055E0,1.155733347E0
1.513802734E1,1.172183990E0,9.342177391E0,8.494520187E-1
1.514791447E1,1.401894927E0,9.061918259E0,5.476573110E-1
1.515780156E1,1.493121386E0,8.968598366E0,1.357926875E-1
1.516768869E1,1.394716501E0,9.066703796E0,-1.537388563E-1
1.517757583E1,1.069292665E0,9.140881538E0,-2.398804724E-1
1.518746296E1,5.449653864E-1,9.006883621E0,-1.974078640E-2
1.519735010E1,2.479562461E-1,8.856135368E0,1.525424421E-1
1.520723723E1,4.133601189E-1,8.772386551E0,2.940180898E-1
1.521712437E1,9.496514797E-1,8.889635086E0,2.605185509E-1
1.522701150E1,1.526620865E0,9.136096001E0,4.543372095E-1
1.523689864E1,1.820937991E0,9.246166229E0,4.495515525E-1
1.524678578E1,1.981556296E0,9.301499367E0,4.208376706E-1
1.525667291E1,2.024626970E0,9.150452614E0,4.710869491E-1
1.526656005E1,2.194517374E0,8.944669724E0,6.098706722E-1
1.527644718E1,2.182553291E0,8.767601013E0,7.534400225E-1
1.528633432E1,1.942971945E0,8.784351349E0,1.012163997E0
1.529622145E1,1.617548108E0,8.947062492E0,1.457528114E0
1.530610859E1,1.557727575E0,9.241379738E0,1.699203134E0
1.531599572E1,1.746760488E0,9.567103386E0,1.519741535E0
1.532588286E1,2.352443695E0,9.871291161E0,1.268195987E0
1.533577000E1,3.034697294E0,1.004835987E1,1.261017561E0
1.534565713E1,3.334099293E0,9.904789925E0,9.762716293E-1
1.535554426E1,3.307778120E0,9.497711182E0,6.361917257E-1
1.536543140E1,3.240779161E0,9.112167358E0,5.452644825E-1
1.537531854E1,2.838485956E0,8.935098648E0,3.681955934E-1
1.538520567E1,2.285444736E0,8.927920341E0,4.734797776E-1
1.539509281E1,1.902294040E0,8.925527573E0,7.342974544E-1
1.540497994E1,2.022234201E0,8.927920341E0,8.757730722E-1
1.541486708E1,2.558525562E0,9.066703796E0,6.553342938E-1
1.542475421E1,3.240779161E0,9.265308380E0,6.290132403E-1
1.543464135E1,3.551846027E0,9.457033157E0,4.399802685E-1
1.544452848E1,3.717249870E0,9.564710617E0,3.538386524E-1
1.545441562E1,3.573381424E0,9.387641907E0,3.538386524E-1
1.546430276E1,3.338884830E0,8.966205597E0,2.027917206E-1
1.547418989E1,3.324527979E0,8.551948547E0,1.136590727E-2
1.548407703E1,3.590131283E0,8.401200294E0,-1.250249892E-1
1.549396416E1,3.927818298E0,8.288737297E0,-3.502494097E-1
1.550385130E1,3.899104595E0,8.248059273E0,-4.387838542E-1
1.551373843E1,3.599702597E0,8.408378601E0,-3.646063507E-1
1.552362557E1,3.391526937E0,8.590232849E0,-2.614158690E-1
1.553351270E1,3.554239035E0,8.750851631E0,5.443671346E-2
1.554339984E1,3.755535126E0,8.801100731E0,1.286142170E-1
1.555328697E1,3.949353695E0,8.942276955E0,1.597209126E-1
1.556317411E1,4.102494240E0,9.040383339E0,3.801597059E-1
1.557306125E1,4.202992916E0,9.052347183E0,2.916252613E-1
1.558294838E1,4.207778454E0,9.143274307E0,-5.153541565E-1
1.559283552E1,4.306183338E0,9.495318413E0,-7.498508096E-1
1.560272265E1,4.299005032E0,9.722636223E0,-7.618148923E-1
1.561260979E1,4.361218452E0,9.748957634E0,-7.187440991E-1
1.562249692E1,4.748855591E0,9.547960281E0,-4.627120793E-1
1.563238406E1,4.895116806E0,9.083454132E0,-5.703890920E-1
1.564227114E1,5.098506927E0,8.746066093E0,-6.182455420E-1
1.565215833E1,5.266004562E0,8.736495018E0,2.333002165E-2
1.566204541E1,5.048257351E0,8.997312546E0,3.346960545E-1
1.567193260E1,5.115256786E0,9.394820213E0,7.836493850E-2
1.568181968E1,5.340181828E0,9.648459435E0,-3.598206937E-1
1.569170682E1,5.551049232E0,9.720243454E0,-2.446661144E-1
1.570159395E1,5.445765018E0,9.514460564E0,-3.044866920E-1
1.571148109E1,5.476871967E0,9.054739952E0,-1.633101404E-1
1.572136822E1,5.565406322E0,8.432307243E0,-1.058823988E-1
1.573125536E1,5.720939636E0,8.032406807E0,-1.202393398E-1
1.574114250E1,5.778367519E0,7.936693668E0,1.094716340E-1
1.575102968E1,5.670690536E0,7.903193951E0,5.955137610E-1
1.576091682E1,5.424229622E0,7.907979965E0,7.390831113E-1
1.577080390E1,5.246861935E0,8.015656471E0,9.260223508E-1
1.578069104E1,5.143970490E0,8.221738815E0,7.510471940E-1
1.579057817E1,5.275575638E0,8.451449394E0,4.184448719E-1
1.580046531E1,5.632405281E0,8.638090134E0,1.573280841E-1
1.581035244E1,5.917450428E0,8.729315758E0,9.990034252E-2
1.582023958E1,6.013163090E0,8.633303642E0,-7.776673418E-3
1.583012671E1,5.866901875E0,8.542376518E0,-1.974078640E-2
1.584001385E1,5.584548950E0,8.511270523E0,1.333998591E-1
1.584990098E1,5.462514877E0,8.405985832E0,2.270190418E-1
1.585978812E1,5.594120026E0,8.341380119E0,3.083750308E-1
1.586967526E1,5.749653816E0,8.248059273E0,3.993022740E-1
1.587956239E1,5.689833164E0,8.144868851E0,3.442673683E-1
1.588944953E1,5.481657505E0,8.188239098E0,3.251247704E-1
1.589933666E1,5.256433010E0,8.216953278E0,5.787639618E-1
1.590922380E1,5.076971531E0,8.190631866E0,6.026921868E-1
1.591911093E1,4.847260475E0,8.161917686E0,6.266204119E-1
1.592899807E1,4.545465946E0,8.236095428E0,4.615156651E-1
1.593888520E1,4.370789528E0,8.384450912E0,5.117649436E-1
1.594877234E1,4.212564468E0,8.571090698E0,7.103692293E-1
1.595865947E1,4.279862404E0,8.813064575E0,7.848458290E-1
1.596854661E1,4.794618607E0,9.023633003E0,3.179463148E-1
1.597843374E1,5.469693661E0,9.026025772E0,-1.752742529E-1
1.598832088E1,5.869294643E0,8.748458862E0,-2.614158690E-1
1.599820802E1,5.831009865E0,8.307880402E0,-3.092723191E-1
1.600809515E1,5.491229057E0,7.939086437E0,-1.944168359E-1
1.601798229E1,5.143970490E0,7.656733513E0,-7.776673418E-3
1.602786942E1,4.933402061E0,7.426723480E0,3.466601670E-1
1.603775656E1,4.931009293E0,7.402794838E0,4.782654345E-1
1.604764369E1,4.995615482E0,7.584649563E0,2.581257522E-1
1.605753083E1,5.009972572E0,7.742875099E0,9.511470050E-2
1.606741796E1,4.871188641E0,7.728518009E0,1.405783296E-1
1.607730510E1,4.705784798E0,7.716553688E0,3.873381615E-1
1.608719223E1,4.842474937E0,8.053941727E0,5.596213937E-1
1.609707937E1,4.861617565E0,8.417949677E0,5.572285652E-1
1.610696651E1,4.880760193E0,8.758029938E0,5.667998791E-1
1.611685364E1,5.024329185E0,9.037990570E0,6.553342938E-1
1.612674078E1,5.139184952E0,9.071489334E0,5.117649436E-1
1.613662791E1,5.117649555E0,8.822636604E0,2.772683203E-1
1.614651505E1,4.916652203E0,8.463413239E0,1.262213886E-1
1.615640218E1,4.720141888E0,8.204988480E0,1.333998591E-1
1.616628937E1,4.545465946E0,8.120941162E0,2.844468057E-1
1.617617650E1,4.516751766E0,8.207381248E0,1.549352705E-1
1.618606364E1,4.741677284E0,8.422736168E0,1.740778536E-1
1.619595078E1,4.830510616E0,8.578269005E0,3.394817114E-1
1.620583791E1,4.409074783E0,8.518448830E0,1.046859920E-1
1.621572505E1,3.200101137E0,8.449056625E0,4.136592150E-1
1.622561213E1,2.038984060E0,8.604590416E0,8.614161611E-1
1.623549932E1,1.825723648E0,9.033205032E0,8.973084688E-1
1.624538645E1,2.369193554E0,9.564710617E0,6.816553473E-1
1.625527359E1,3.291028500E0,9.748957634E0,2.389831543E-1
1.626516072E1,3.865604877E0,9.564710617E0,-1.250249892E-1
1.627504786E1,3.762713671E0,9.100203514E0,1.022931710E-1
1.628493500E1,3.317349434E0,8.382058144E0,4.830510616E-1
1.629482213E1,3.020340443E0,7.795516968E0,7.175477147E-1
1.630470926E1,2.749951363E0,7.575078487E0,9.379864931E-1
1.631459640E1,2.261516571E0,7.558328629E0,1.174875975E0
1.632448354E1,1.804188251E0,7.785945892E0,1.632204175E0
1.633437067E1,1.392323732E0,8.132905006E0,1.677667737E0
1.634425781E1,9.759725332E-1,8.554341316E0,1.275374413E0
1.635414494E1,3.918247223E-1,9.023633003E0,1.555633783E0
1.636403208E1,-6.903293133E-1,9.428318977E0,2.252244234E0
1.637391921E1,-1.516451359E0,9.401998520E0,2.211566210E0
1.638380635E1,-1.379761338E0,8.966205597E0,2.060818434E0
1.639369348E1,-7.094719410E-1,8.386843681E0,1.926820397E0
1.640358062E1,1.115653589E-1,8.032406807E0,2.316850424E0
1.641346776E1,6.622136831E-1,7.963014603E0,2.499004126E0
1.642335489E1,7.004988194E-1,8.063512802E0,2.343171597E0
1.643324203E1,1.905284971E-1,8.144868851E0,2.594717026E0
1.644312916E1,-7.094719410E-1,8.080263138E0,2.824428082E0
1.645301630E1,-1.444666624E0,8.113762856E0,3.166900873E0
1.646290343E1,-2.122134686E0,8.166703224E0,3.037688255E0
1.647279057E1,-2.639283419E0,8.355736732E0,2.757428885E0
1.648267770E1,-2.778067112E0,8.585447311E0,2.613859653E0
1.649256484E1,-2.861815929E0,8.693124771E0,2.379063845E0
1.650245197E1,-2.617748022E0,8.767601013E0,1.979462504E0
1.651233911E1,-2.289632082E0,8.734101295E0,1.782951951E0
1.652222625E1,-1.832303882E0,8.738887787E0,1.507777333E0
1.653211338E1,-1.597807288E0,8.722137451E0,1.138983607E0
1.654200052E1,-1.566700578E0,8.602197647E0,1.210768223E0
1.655188765E1,-1.851446509E0,8.597412109E0,1.732702732E0
1.656177479E1,-2.416451693E0,8.781958580E0,2.702394009E0
1.657166192E1,-2.955136061E0,9.224630356E0,3.384647608E0
1.658154906E1,-2.888136864E0,9.629316330E0,3.715156317E0
1.659143619E1,-2.318346024E0,1.000768185E1,4.100400925E0
1.660132333E1,-2.074278116E0,1.025174904E1,4.354339123E0
1.661121046E1,-2.347059965E0,1.022303581E1,5.094020367E0
1.662109760E1,-3.072683334E0,9.693922997E0,5.951249123E0
1.663098473E1,-3.448356628E0,8.872885704E0,6.195316792E0
1.664087187E1,-2.715853691E0,8.731708527E0,5.675775528E0
1.665075900E1,-1.324726462E0,9.344570160E0,4.294518471E0
1.666064614E1,3.499503061E-2,1.029003429E1,2.304886341E0
1.667053333E1,1.160219908E0,1.105394363E1,1.105484009E0
1.668042046E1,1.349252820E0,1.121904850E1,7.271189690E-1
1.669030760E1,5.114658475E-1,1.103719330E1,1.076770186E0
1.670019468E1,-9.418748021E-1,1.083111191E1,1.122233868E0
1.671008187E1,-2.126920223E0,1.081436157E1,1.081555843E0
1.671996900E1,-2.531606436E0,1.071386337E1,8.518448472E-1
1.672985614E1,-2.351845503E0,1.027089214E1,2.796611488E-1
1.673974328E1,-1.528415442E0,9.789635658E0,-1.322034448E-1
1.674963041E1,-1.540379524E-1,9.433105469E0,-7.450651526E-1
1.675951755E1,1.042971611E0,9.579067230E0,-6.278168559E-1
1.676940468E1,1.421336651E0,9.792028427E0,-2.991028363E-3
1.677929182E1,1.150648594E0,9.768099785E0,5.835496187E-1
1.678917895E1,6.789634228E-1,9.543174744E0,1.306481123E0
1.679906609E1,2.503490746E-1,9.183952332E0,1.945963025E0
1.680895322E1,-2.497508675E-1,8.887242317E0,1.996212244E0
1.681884036E1,-2.641077936E-1,8.966205597E0,2.118246317E0
1.682872750E1,2.886342406E-1,9.217452049E0,1.794916034E0
1.683861463E1,8.081758618E-1,9.428318977E0,1.296909928E0
1.684850176E1,8.105686903E-1,9.454640388E0,9.308080077E-1
1.685838890E1,6.215356588E-1,9.375677109E0,7.776673436E-1
1.686827604E1,2.575275302E-1,9.227023125E0,7.127620578E-1
1.687816317E1,-2.617149651E-1,9.140881538E0,5.883352757E-1
1.688805031E1,-6.376872063E-1,9.210273743E0,4.351946115E-1
1.689793744E1,-8.605188727E-1,9.248558998E0,6.098706722E-1
1.690782458E1,-9.059824944E-1,9.311071396E0,5.548357368E-1
1.691771171E1,-7.884350419E-1,9.375677109E0,8.159525394E-1
1.692759885E1,-8.099704385E-1,9.397212982E0,8.973084688E-1
1.693748598E1,-9.227322340E-1,9.442676544E0,7.079764009E-1
1.694737312E1,-9.753743410E-1,9.576674461E0,6.768696904E-1
1.695726026E1,-8.461619020E-1,9.626923561E0,8.829515576E-1
1.696714739E1,-6.257231236E-1,9.452247620E0,4.615156651E-1
1.697703453E1,-1.348953694E-1,9.390034676E0,4.208376706E-1
1.698692166E1,4.935196787E-2,9.435498238E0,7.582256794E-1
1.699680885E1,-1.764706708E-2,9.571888924E0,9.595218897E-1
1.700669598E1,-1.286142133E-2,9.648459435E0,1.000199914E0
1.701658312E1,1.163510010E-1,9.593423843E0,8.949156404E-1
1.702647026E1,2.910270393E-1,9.600603104E0,9.762716293E-1
1.703635739E1,5.904290080E-1,9.665208817E0,1.103091240E0
1.704624453E1,8.970093727E-1,9.617352486E0,1.050449133E0
1.705613166E1,1.076471090E0,9.569496155E0,9.379864931E-1
1.706601880E1,1.294217944E0,9.703494072E0,8.733802438E-1
1.707590593E1,1.438086390E0,9.835099220E0,5.883352757E-1
1.708579307E1,1.682154298E0,9.839884758E0,4.782654345E-1
1.709568020E1,1.744367719E0,9.576674461E0,2.413759828E-1
1.710556734E1,1.574477315E0,9.248558998E0,3.610171080E-1
1.711545447E1,1.313360572E0,8.944669724E0,5.285146832E-1
1.712534161E1,1.212862015E0,8.935098648E0,6.050850153E-1
1.713522875E1,1.301396370E0,9.104989052E0,5.404788256E-1
