"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.196345885E1,3.626372814E-1,3.017911911E-1,-2.438114285E-1
3.197334598E1,1.339437962E-1,-6.809997559E-2,-1.532331705E-1
3.198323317E1,3.777766228E-2,-3.741178513E-1,-5.112168789E-1
3.199312036E1,-9.460127354E-2,-4.393348694E-1,-6.922773123E-1
3.200300750E1,-4.970433712E-1,-3.290252686E-1,-8.756326437E-1
3.201289468E1,-6.959847808E-1,3.969764709E-2,-1.008889079E0
3.202278187E1,-7.088147998E-1,2.693691254E-1,-1.209734321E0
3.203266900E1,-5.845652819E-1,3.021821976E-1,-1.250212193E0
3.204255619E1,-4.512001276E-1,2.886686325E-1,-9.605200291E-1
3.205244338E1,-4.684351683E-1,2.196388245E-1,-7.209227085E-1
3.206233052E1,-3.868865967E-1,2.861213684E-2,-2.110852599E-1
3.207221770E1,-3.231772184E-1,-1.999692917E-1,-3.625768423E-2
3.208210489E1,-3.196116686E-1,-3.030996323E-1,3.136235476E-2
3.209199203E1,-3.751292229E-1,-2.403717041E-1,3.472080231E-1
3.210187921E1,-4.637421370E-1,-9.339618683E-2,2.384204268E-1
3.211176640E1,-3.646050692E-1,2.035903931E-2,7.662612200E-2
3.212165354E1,-2.285230160E-1,2.210330963E-2,-3.699886799E-2
3.213154072E1,-3.235321045E-1,-2.758789062E-2,-2.019530535E-1
3.214142786E1,-5.748872757E-1,-1.519565582E-1,-3.213669956E-1
3.215131505E1,-7.457789183E-1,-1.620264053E-1,-3.379763067E-1
3.216120223E1,-8.755760193E-1,-2.182655334E-1,-4.768711925E-1
3.217108937E1,-9.681072235E-1,-2.137765884E-1,-6.719607711E-1
3.218097656E1,-9.353033304E-1,4.835700989E-2,-6.009652615E-1
3.219086374E1,-1.102655649E0,2.587461472E-1,-4.496857524E-1
3.220075088E1,-1.296423316E0,3.675251007E-1,-3.511512876E-1
3.221063807E1,-1.602812052E0,3.756427765E-1,-7.822561264E-2
3.222052526E1,-1.908624887E0,2.368822098E-1,8.693405986E-2
3.223041239E1,-2.047163486E0,-5.698776245E-2,1.361883581E-1
3.224029958E1,-1.726914883E0,-7.577610016E-2,3.011641800E-1
3.225018676E1,-1.236925244E0,9.838199615E-2,-6.718793511E-2
3.226007390E1,-7.984311581E-1,3.531599045E-1,-5.356861353E-1
3.226996109E1,-8.231589794E-1,2.215194702E-1,-5.375459194E-1
3.227984828E1,-9.590425491E-1,-1.781444550E-1,-5.552484393E-1
3.228973541E1,-9.500768185E-1,-3.417339325E-1,-7.608895302E-1
3.229962260E1,-8.716700077E-1,-3.211593628E-1,-6.808098555E-1
3.230950979E1,-6.170451641E-1,-1.876983643E-1,-6.979740858E-1
3.231939692E1,-3.541946411E-1,4.320049286E-2,-8.203645945E-1
3.232928411E1,-1.842334270E-1,2.497253418E-1,-6.598215103E-1
3.233917130E1,-1.908631325E-1,2.324132919E-1,-4.532915354E-1
3.234905843E1,-1.907393932E-1,1.198062897E-1,-3.939099014E-1
3.235894562E1,-6.764531136E-2,1.585245132E-1,-2.581050694E-1
3.236883281E1,2.354319096E-1,3.854217529E-1,4.048533738E-2
3.237871994E1,4.582934380E-1,5.312213898E-1,-6.469249725E-3
3.238860713E1,5.616550446E-1,5.167160034E-1,-7.252024114E-2
3.239849427E1,3.193588257E-1,5.079994202E-1,-2.061328888E-1
3.240838145E1,1.488733292E-2,3.124237061E-1,-1.053783596E-1
3.241826864E1,-2.699270248E-1,6.624221802E-3,-3.213600814E-1
3.242815578E1,-2.760844231E-1,-2.320632935E-1,-6.162212491E-1
3.243804296E1,-1.272296906E-2,-2.221250534E-1,-9.088732004E-1
3.244793015E1,9.195137024E-2,-2.509422302E-1,-8.942756653E-1
3.245781729E1,3.085803986E-2,-2.669429779E-1,-5.464831591E-1
3.246770447E1,-4.383072853E-1,-3.287153244E-1,-2.395977974E-1
3.247759166E1,-1.278942585E0,-3.671121597E-1,-5.972310901E-1
3.248747880E1,-1.428397655E0,-6.755161285E-2,-1.664704442E0
3.249736598E1,-4.703831673E-1,7.069387436E-1,-2.455708265E0
3.250725317E1,5.938339233E-1,1.316720963E0,-2.817785025E0
3.251714031E1,1.222326756E0,1.464792252E0,-2.647143126E0
3.252702750E1,1.006935596E0,1.016180992E0,-2.328098774E0
3.253691468E1,4.427914619E-1,5.045528412E-1,-1.568253517E0
3.254680182E1,-7.289934158E-2,5.724525452E-2,-7.660648227E-1
3.255668900E1,-6.625337601E-1,-1.290512085E-1,-6.388570070E-1
3.256657619E1,-7.253012657E-1,1.821432114E-1,-7.646013498E-1
3.257646333E1,-3.104195595E-1,6.584854126E-1,-1.242227435E0
3.258635052E1,2.821884155E-1,9.851150513E-1,-1.505597949E0
3.259623770E1,8.595352173E-1,1.004122257E0,-1.292169452E0
3.260612484E1,1.472351074E0,8.161616325E-1,-1.314368129E0
3.261601203E1,1.758418560E0,7.069187164E-1,-1.212104559E0
3.262589921E1,1.356461048E0,6.591329575E-1,-8.432489634E-1
3.263578635E1,6.529026031E-1,5.273513794E-1,-3.957996964E-1
3.264567354E1,1.053485870E-1,4.558935165E-1,9.561973810E-2
3.265556072E1,-2.249650955E-1,5.359454155E-1,5.180295706E-1
3.266544786E1,-2.419228554E-1,7.694158554E-1,6.993585825E-1
3.267533505E1,-2.785754204E-1,9.905476570E-1,6.986275315E-1
3.268522223E1,-3.870058060E-2,1.241061687E0,8.731021285E-1
3.269510937E1,1.155810356E-1,1.405330658E0,8.383529186E-1
3.270499656E1,4.108457565E-1,1.549029827E0,6.240602136E-1
3.271488374E1,6.566009521E-1,1.662032127E0,4.883525968E-1
3.272477088E1,5.882153511E-1,1.411798477E0,3.516220450E-1
3.273465807E1,3.446240425E-1,1.073245049E0,5.621832609E-2
3.274454526E1,-4.700851440E-2,9.414529800E-1,-2.799862623E-1
3.275443239E1,-2.438983917E-1,9.861207008E-1,-3.731527925E-1
3.276431958E1,-3.149247169E-1,9.937143326E-1,-4.096333981E-1
3.277420676E1,-3.459944725E-1,8.089265823E-1,-2.926582694E-1
3.278409390E1,-3.344645500E-1,4.704132080E-1,-2.719925642E-1
3.279398109E1,-4.350171089E-1,2.574868202E-1,-3.260982633E-1
3.280386828E1,-7.045440674E-1,1.816582680E-1,-1.689212322E-1
3.281375546E1,-9.995183945E-1,1.328516006E-1,1.115292311E-2
3.282364260E1,-7.016768456E-1,1.645159721E-1,-1.957719326E-1
3.283352979E1,-4.044208527E-1,3.773283958E-1,-6.249052882E-1
3.284341697E1,-1.352587223E0,2.194457054E-1,-1.707798243E-2
3.285330411E1,-1.757020473E0,-4.879856110E-2,-1.629648209E-1
3.286319130E1,-1.695352554E0,-8.697509766E-2,-3.067367673E-1
3.287307848E1,-1.292373657E0,9.588289261E-2,2.531191111E-1
3.288296562E1,-7.619433403E-1,2.851624489E-1,5.400694013E-1
3.289285281E1,4.071950912E-2,2.894859314E-1,5.818864703E-1
3.290274000E1,8.730483055E-1,-1.014380455E-1,3.346419930E-1
3.291262713E1,1.140549660E0,-7.693271637E-1,5.479093194E-1
3.292251432E1,9.388298988E-1,-1.067376137E0,1.176397502E-1
3.293240150E1,7.613410950E-1,-8.084831238E-1,-5.503368378E-1
3.294228869E1,4.004387856E-1,-3.026933670E-1,-5.622045994E-1
3.295217583E1,-1.278004646E-1,2.473449707E-1,-5.550856590E-1
3.296206302E1,-2.298297882E-1,6.860418320E-1,-5.919840336E-1
3.297195020E1,-1.533493996E-1,7.215976715E-1,-1.186421871E0
3.298183734E1,-8.414888382E-2,4.955949783E-1,-1.140745282E0
3.299172453E1,-1.928291321E-1,1.530046463E-1,-1.288853526E0
3.300161171E1,-1.722736359E-1,-2.329111099E-1,-1.563897371E0
3.301149885E1,1.087327003E-1,-6.354370117E-1,-1.703887701E0
3.302138604E1,5.558094978E-1,-7.638831139E-1,-1.899245262E0
3.303127322E1,9.204907417E-1,-8.876247406E-1,-2.147469521E0
3.304116036E1,1.310286999E0,-8.917951584E-1,-2.183155060E0
3.305104755E1,1.529244423E0,-8.333601952E-1,-2.083858013E0
3.306093473E1,1.445892811E0,-8.077673912E-1,-2.197517157E0
3.307082187E1,8.822107315E-1,-7.061243057E-1,-2.363735199E0
3.308070906E1,-9.203147888E-2,-6.346988678E-1,-1.895247698E0
3.309059624E1,-1.132750750E0,-7.078113556E-1,-1.716114879E0
3.310048343E1,-1.332804203E0,-6.879158020E-1,-1.633640528E0
3.311037057E1,-7.527589798E-1,-4.483909607E-1,-1.647453785E0
3.312025776E1,4.563450813E-2,-1.235733032E-1,-2.005566359E0
3.313014494E1,8.419849873E-1,1.498174667E-1,-2.335736990E0
3.314003208E1,1.474666595E0,1.261434555E-1,-2.278538942E0
3.314991926E1,1.559556961E0,-1.418218613E-1,-2.314678669E0
3.315980645E1,1.389264822E0,-3.378572464E-1,-2.081828117E0
3.316969364E1,1.179252148E0,-3.464879990E-1,-1.567533374E0
3.317958078E1,5.463862419E-1,-3.255319595E-1,-1.249913931E0
3.318946796E1,-5.974302292E-1,-3.218164444E-1,-1.207034945E0
3.319935510E1,-1.931393504E0,-1.873006821E-1,-6.927607059E-1
3.320924229E1,-2.828585386E0,-9.396648407E-2,-2.885270119E-1
3.321912947E1,-2.612281799E0,-2.837181091E-3,-6.924365759E-1
3.322901666E1,-1.368569493E0,-9.298706055E-2,-1.832728982E0
3.323890380E1,5.150355101E-1,-1.011972427E-1,-2.447001696E0
3.324879098E1,2.141364336E0,3.553104401E-2,-2.657347918E0
3.325867817E1,3.213809252E0,6.386899948E-1,-1.940066457E0
3.326856536E1,2.931807518E0,8.524799347E-1,-1.447515368E0
3.327845250E1,1.866549969E0,3.613243103E-1,-1.187216997E0
3.328833968E1,9.984241128E-1,-4.041109085E-1,-9.524959326E-1
3.329822687E1,5.543205738E-1,-9.619789124E-1,-9.243769050E-1
3.330811400E1,1.378404796E-1,-8.712673187E-1,-1.098491549E0
3.331800119E1,-3.599065840E-1,-3.073511124E-1,-1.541838646E0
3.332788838E1,-2.045148611E-2,3.468961716E-1,-1.300074458E0
3.333777552E1,7.452057600E-1,5.962409973E-1,-1.106319904E0
3.334766270E1,1.434110522E0,4.540061951E-1,-1.021441698E0
3.335754989E1,2.034116268E0,3.664627075E-1,-6.994930506E-1
3.336743708E1,2.308949947E0,2.534036636E-1,-5.865606070E-1
3.337732421E1,2.241663694E0,-1.789016724E-1,-4.250121117E-1
3.338721140E1,2.257754326E0,-5.721216202E-1,-4.472532272E-1
3.339709859E1,2.312521696E0,-7.271432877E-1,-1.679804325E-1
3.340698572E1,2.132759571E0,-6.382856369E-1,-4.071879387E-2
3.341687291E1,1.943781137E0,-4.639148712E-1,-2.031307220E-1
3.342676010E1,1.892512321E0,-2.743873596E-1,3.071675301E-1
3.343664723E1,1.535745740E0,-3.297424316E-1,7.080035210E-1
3.344653442E1,1.475514412E0,-5.710287094E-1,5.905346870E-1
3.345642161E1,1.843876958E0,-7.735834122E-1,3.508961201E-1
3.346630880E1,2.199584961E0,-9.106435776E-1,-1.342551708E-1
3.347619593E1,2.778886318E0,-9.423198700E-1,-1.001274228E0
3.348608312E1,3.702107430E0,-7.742795944E-1,-1.695339203E0
3.349597031E1,4.173684120E0,-5.988206863E-1,-1.437292457E0
3.350585744E1,4.102851391E0,-5.628690720E-1,-1.476740479E0
3.351574463E1,3.646520376E0,-5.327081680E-1,-5.556273460E-1
3.352563182E1,2.395264626E0,-4.830121994E-1,1.305312634E0
3.353551895E1,2.788343430E-1,-2.926731110E-1,3.155473709E0
3.354540614E1,-2.004634857E0,6.329841614E-1,5.046254635E0
3.355529333E1,-3.450539589E0,1.267692566E0,6.174595833E0
3.356518052E1,-3.110342026E0,3.451395035E-1,6.739192009E0
3.357506765E1,-1.630034685E0,-1.109423637E0,5.306030273E0
3.358495484E1,1.062731743E0,-1.205209732E0,2.529415369E0
3.359484203E1,3.778781891E0,5.340929031E-1,-3.635995388E-1
3.360472916E1,5.005117893E0,3.166543961E0,-2.173280239E0
3.361461635E1,5.126181126E0,4.616399765E0,-2.529824018E0
3.362450354E1,4.336428642E0,3.490934372E0,-2.622298717E0
3.363439072E1,2.588974714E0,1.397385597E0,-2.299954414E0
3.364427786E1,8.083528280E-1,2.191915512E-1,-2.117218256E0
3.365416505E1,-3.325538635E-1,-2.951145172E-2,-1.404871941E0
3.366405223E1,-1.608785868E0,1.573238373E-1,-8.343135118E-1
3.367393942E1,-2.755812645E0,5.130748749E-1,-4.340918064E-1
3.368382656E1,-3.661326647E0,5.890817642E-1,6.545943022E-1
3.369371375E1,-3.701621532E0,1.756420135E-1,1.075810671E0
3.370360093E1,-2.693577528E0,-5.861139297E-1,1.165440917E0
3.371348807E1,-1.029804945E0,-1.273074150E0,2.113579273E0
3.372337526E1,5.511741042E-1,-1.647159576E0,2.090177298E0
3.373326244E1,1.914264798E0,-1.561144829E0,1.293923020E0
3.374314963E1,2.534473181E0,-1.169332504E0,1.243035197E0
3.375303677E1,2.067354679E0,-7.544374466E-1,1.237574100E0
3.376292395E1,1.127832174E0,-3.686141968E-1,9.735575914E-1
3.377281114E1,4.830124378E-1,-7.100772858E-2,3.323233128E-1
3.378269828E1,3.124566078E-1,2.741050720E-1,1.057561636E-1
3.379258546E1,9.677201509E-2,6.088399887E-1,8.195364475E-2
3.380247265E1,-3.042541742E-1,6.925964355E-1,-1.283764839E-1
3.381235984E1,-7.983565331E-1,3.902502060E-1,-1.849727035E-1
3.382224697E1,-1.409112096E0,4.666900635E-2,-3.450345993E-2
3.383213416E1,-1.774144173E0,-1.564846039E-1,8.257985115E-3
3.384202135E1,-1.659860015E0,-2.625646591E-1,-4.089254141E-2
3.385190848E1,-1.251115680E0,-3.293590546E-1,-1.855373383E-2
3.386179567E1,-7.574164271E-1,-3.906364441E-1,-1.688860059E-1
3.387168286E1,-5.047906041E-1,-4.129991531E-1,-5.965621471E-1
3.388157005E1,-2.291823626E-1,-3.439893723E-1,-9.148938656E-1
3.389145718E1,-1.619156599E-1,-2.316398621E-1,-9.156059027E-1
3.390134437E1,-3.070131540E-1,-2.837562561E-1,-7.765737772E-1
3.391123156E1,-4.263868928E-1,-1.989412308E-1,-8.032950759E-1
3.392111869E1,-5.003196597E-1,6.299018860E-2,-5.941350460E-1
3.393100588E1,-5.914376378E-1,1.288137436E-1,-3.534470499E-1
3.394089307E1,-4.430248737E-1,-1.070308685E-2,-3.475142717E-1
3.395078026E1,-1.705763340E-1,-1.808280945E-1,-4.268603027E-1
3.396066739E1,1.432838440E-1,-3.147287369E-1,-3.940454125E-1
3.397055458E1,3.525596857E-1,-3.097925186E-1,-4.883991480E-1
3.398044176E1,4.462872744E-1,-2.426471710E-1,-4.761117697E-1
3.399032890E1,3.985878229E-1,-1.249456406E-1,-4.978055954E-1
3.400021609E1,2.360177040E-1,-4.222965240E-2,-7.415924072E-1
3.401010328E1,1.696349382E-1,-1.182928085E-1,-8.708485961E-1
3.401999046E1,2.802664042E-1,-1.759634018E-1,-9.836500883E-1
3.402987760E1,3.787505627E-1,-9.344005585E-2,-9.601547122E-1
3.403976479E1,3.452616930E-1,3.352832794E-2,-7.076313496E-1
3.404965197E1,3.196976185E-1,1.163759232E-1,-4.223396182E-1
3.405953916E1,5.110133886E-1,2.023944855E-1,-2.792273760E-1
3.406942630E1,6.038266420E-1,2.241630554E-1,-2.657431960E-1
3.407931348E1,6.139056683E-1,1.265830994E-1,-4.383914769E-1
3.408920067E1,6.974008083E-1,1.232337952E-2,-5.246478319E-1
3.409908786E1,7.041585445E-1,-4.003906250E-2,-5.224989653E-1
3.410897500E1,5.694484711E-1,6.011295319E-2,-3.147255182E-1
3.411886218E1,3.857650757E-1,2.194213867E-1,-7.035410404E-2
3.412874937E1,1.878759861E-1,2.659645081E-1,1.016674936E-1
3.413863650E1,1.360011101E-2,2.955179214E-1,-1.324063241E-1
3.414852369E1,-8.240008354E-2,3.200731277E-1,-2.599292696E-1
3.415841088E1,-9.374260902E-2,3.995304108E-1,-2.695379853E-1
3.416829807E1,-1.357798576E-1,3.882284164E-1,-3.732803762E-1
3.417818520E1,-9.545087814E-3,2.193260193E-1,-3.297598660E-1
3.418807239E1,4.966783524E-2,1.699161530E-2,-2.863539755E-1
3.419795958E1,3.361978531E-1,-1.145153046E-1,-3.230033815E-1
3.420784676E1,5.502386093E-1,-2.309141159E-1,-4.716300964E-1
3.421773390E1,4.614157677E-1,-3.915519714E-1,-3.193329573E-1
3.422762109E1,2.043058872E-1,-4.906501770E-1,-1.874189973E-1
3.423750828E1,1.332969666E-1,-4.205150604E-1,-1.952116489E-1
3.424739546E1,2.855277061E-2,-2.692241669E-1,-8.252531290E-2
3.425728260E1,1.139640808E-3,-1.199893951E-1,-3.511792421E-2
3.426716979E1,-3.605628014E-2,-1.534748077E-2,-1.439747810E-1
3.427705697E1,7.565498352E-3,-2.978324890E-3,-1.168937683E-1
3.428694411E1,4.809808731E-2,4.539108276E-2,-2.253066301E-1
3.429683130E1,2.374372482E-1,1.857385635E-1,-3.045544028E-1
3.430671848E1,5.044765472E-1,3.857126236E-1,-3.807510138E-1
3.431660567E1,5.842826366E-1,4.874229431E-1,-2.718744278E-1
3.432649281E1,4.464519024E-1,4.368600845E-1,-3.605383039E-1
3.433638000E1,3.491823673E-1,2.137813568E-1,-5.382803679E-1
3.434626718E1,3.237392902E-1,7.244491577E-2,-5.872597694E-1
3.435615437E1,2.009410858E-1,7.537555695E-2,-3.280552030E-1
3.436604151E1,-8.789777756E-3,6.023311615E-2,-1.838595867E-1
3.437592869E1,5.018544197E-2,4.368209839E-2,-2.910933495E-1
3.438581588E1,1.598248482E-1,1.399040222E-2,-2.553430200E-1
3.439570307E1,2.092285156E-1,1.469898224E-2,-3.349289894E-1
3.440559020E1,2.168710232E-1,6.278228760E-2,-3.071587682E-1
3.441547739E1,1.885786057E-1,3.119945526E-2,-4.218453765E-1
3.442536458E1,4.048578739E-1,1.362285614E-1,-6.421112418E-1
3.443525177E1,6.221661568E-1,3.741178513E-1,-8.528265357E-1
3.444513890E1,6.541116238E-1,5.481777191E-1,-1.074245691E0
3.445502609E1,6.889247894E-1,6.295013428E-1,-9.984762669E-1
3.446491328E1,4.911651611E-1,5.040445328E-1,-9.068623185E-1
3.447480041E1,2.615849972E-1,1.252698898E-1,-5.666751266E-1
3.448468760E1,-1.321995258E-1,-2.542362213E-1,-1.824016571E-1
3.449457479E1,-2.878024578E-1,-4.285373688E-1,7.301431894E-2
3.450446197E1,-4.582490921E-1,-2.695741653E-1,1.245356202E-1
3.451434916E1,-6.384103298E-1,1.289644241E-1,5.080415606E-1
3.452423630E1,-6.902399063E-1,3.718643188E-1,2.742078006E-1
3.453412348E1,-3.051884174E-1,4.152059555E-1,-1.223557591E-1
3.454401067E1,2.018532753E-1,3.450269699E-1,-3.646997809E-1
3.455389781E1,4.847419262E-1,2.423982620E-1,-4.350268245E-1
3.456378500E1,4.064059258E-1,5.669593811E-2,-4.384376407E-1
3.457367218E1,3.313808441E-1,1.219396591E-1,-4.902318716E-1
3.458355937E1,3.054986000E-1,4.250793457E-1,-4.347846508E-1
3.459344650E1,-1.319448948E-1,5.420713425E-1,-2.419526279E-1
3.460333369E1,-6.633293629E-1,3.003273010E-1,-1.364166141E-1
3.461322088E1,-7.864325047E-1,6.537055969E-2,-8.636000752E-2
3.462310807E1,-6.312136650E-1,8.510875702E-2,-2.554687858E-2
3.463299526E1,-3.923490047E-1,2.269382477E-1,2.932396531E-2
3.464288239E1,-1.337709427E-1,2.881603241E-1,-2.637885213E-1
3.465276958E1,3.717923164E-2,4.494714737E-1,-3.034803569E-1
3.466265676E1,-5.840921402E-2,4.872016907E-1,-2.726834416E-1
3.467254390E1,-1.752073765E-1,4.143629074E-1,-2.961516380E-1
3.468243109E1,-2.585716248E-1,2.830753326E-1,-3.736473322E-1
3.469231828E1,-3.962707520E-2,1.009998322E-1,-4.110204577E-1
3.470220546E1,4.184253216E-1,-4.749107361E-2,-5.009967089E-1
3.471209260E1,7.508590221E-1,-8.602046967E-2,-5.870105028E-1
3.472197979E1,9.169168472E-1,-8.924865723E-2,-5.499793291E-1
3.473186697E1,8.296720982E-1,-1.649990082E-1,-3.276028037E-1
3.474175416E1,6.291825771E-1,-3.108310699E-1,-1.821765900E-1
3.475164130E1,5.199549198E-1,-4.658384323E-1,-3.532889485E-2
3.476152848E1,5.444388390E-1,-5.471296310E-1,-8.528347313E-2
3.477141567E1,5.845582485E-1,-4.520998001E-1,-1.460382789E-1
3.478130286E1,4.722769260E-1,-2.816524506E-1,9.925073385E-2
3.479119005E1,2.756648064E-1,5.192947388E-2,2.203135043E-1
3.480107718E1,-3.059816360E-2,2.902021408E-1,-1.656638086E-2
3.481096437E1,-8.614301682E-2,4.770994186E-1,2.082415521E-1
3.482085156E1,-4.613685608E-2,7.250165939E-1,2.143533230E-1
3.483073875E1,1.057457924E-2,8.476915359E-1,-7.160328329E-2
3.484062588E1,1.067767143E-1,8.867101669E-1,-8.077155054E-2
3.485051307E1,3.412723541E-3,8.112134933E-1,1.214099005E-1
3.486040026E1,-3.098032475E-1,5.848684311E-1,9.178893268E-2
3.487028739E1,-5.667798519E-1,3.723850250E-1,2.991161048E-1
3.488017458E1,-7.260503769E-1,2.351427078E-1,2.757236063E-1
3.489006176E1,-6.651926041E-1,1.091098785E-1,2.932831645E-2
3.489994895E1,-5.234041214E-1,-2.008152008E-2,1.234789491E-1
3.490983614E1,-4.998545647E-1,-1.377801895E-1,1.033931971E-1
3.491972328E1,-4.326288700E-1,-7.651996613E-2,-9.251034260E-2
3.492961046E1,-2.118754387E-1,3.016710281E-1,-1.120569706E-1
3.493949765E1,-3.743784428E-1,6.527853012E-1,-1.848590374E-1
3.494938484E1,-7.435376644E-1,7.960605621E-1,-2.081833780E-1
3.495927197E1,-1.049088001E0,8.983373642E-1,-3.260092735E-1
3.496915916E1,-1.153038979E0,1.012664795E0,-2.694629431E-1
3.497904635E1,-1.033511400E0,1.110109329E0,-4.084092379E-1
3.498893348E1,-7.950370312E-1,1.174585342E0,-7.463595271E-1
3.499882067E1,-7.992217541E-1,1.289894104E0,-8.101257086E-1
3.500870786E1,-8.179447651E-1,1.284659386E0,-7.659552693E-1
3.501859505E1,-8.672704697E-1,1.064415932E0,-8.733573556E-1
3.502848223E1,-5.558810234E-1,6.596670151E-1,-1.092862010E0
3.503836937E1,4.972600937E-2,2.192316055E-1,-1.569290161E0
3.504825656E1,4.328651428E-1,1.440639496E-1,-1.657767534E0
3.505814374E1,8.488798141E-2,-5.844116211E-2,-2.080780745E0
3.506803093E1,-2.200188637E-1,-3.212156296E-1,-2.225877762E0
3.507791807E1,-7.346343994E-2,-5.113782883E-1,-2.123094082E0
3.508780526E1,-2.650167942E-1,-9.743547440E-1,-1.997256160E0
3.509769244E1,-1.005010605E-1,-1.352015495E0,-1.830219746E0
3.510757963E1,3.116393089E-1,-1.468966484E0,-1.726739645E0
3.511746682E1,6.240525246E-1,-1.498408318E0,-1.921086788E0
3.512735395E1,9.136257172E-1,-1.692140579E0,-2.693074465E0
3.513724114E1,1.078916550E0,-1.481781483E0,-3.029135704E0
3.514712833E1,8.243165016E-1,-1.002897263E0,-2.579906702E0
3.515701552E1,1.577980518E-1,-5.343370438E-1,-2.132785082E0
3.516690265E1,-6.051297188E-1,-3.802242279E-1,-1.100021482E0
3.517678984E1,-1.469671249E0,-7.251615524E-1,-9.151850939E-1
3.518667703E1,-1.575377464E0,-1.040127754E0,-6.671222448E-1
3.519656421E1,-9.096324444E-1,-1.068634987E0,-6.733721495E-2
3.520645135E1,1.918830872E-1,-7.536611557E-1,2.770324945E-1
3.521633854E1,9.955863953E-1,-4.293766022E-1,5.116399527E-1
3.522622572E1,1.620446682E0,-2.133159637E-1,-1.858766675E-1
3.523611291E1,2.009034157E0,-3.349542618E-1,-8.244913816E-1
3.524600005E1,1.911222458E0,-7.155075073E-1,-5.381686091E-1
3.525588723E1,1.117461920E0,-1.117234230E0,-3.121089935E-1
3.526577442E1,2.670788765E-1,-1.190695763E0,6.926995516E-2
3.527566161E1,-1.556708813E-1,-9.972410202E-1,2.142128646E-1
3.528554880E1,-8.924770355E-2,-5.023851395E-1,5.969874561E-2
3.529543593E1,-7.674813271E-2,2.512102127E-1,1.912101209E-1
3.530532312E1,-3.241285086E-1,9.696159363E-1,4.507254958E-1
3.531521031E1,-4.738360643E-1,1.367671967E0,6.227503419E-1
3.532509750E1,-3.065437078E-1,1.481164932E0,7.718219757E-1
3.533498468E1,1.523783207E-1,1.305189133E0,3.159333169E-1
3.534487182E1,9.091969728E-1,7.223329544E-1,-1.057556421E-1
3.535475901E1,1.641333103E0,1.476964951E-1,-4.321480393E-1
3.536464619E1,2.146841526E0,-1.577053070E-1,-5.969209671E-1
3.537453338E1,2.365641594E0,-1.080303192E-1,-2.128029019E-1
3.538442052E1,2.143577337E0,9.104347229E-2,1.655332446E-1
3.539430770E1,1.516116500E0,1.077365875E-1,6.100864410E-1
3.540419489E1,8.113436699E-1,-1.098957062E-1,1.004506588E0
3.541408208E1,4.074902534E-1,-5.425167084E-1,1.475246191E0
3.542396921E1,5.980322361E-1,-9.319067001E-1,1.260034204E0
3.543385640E1,1.392311335E0,-1.105977058E0,6.174181104E-1
3.544374359E1,2.036462069E0,-1.031574249E0,9.747421741E-2
3.545363078E1,2.080322742E0,-7.001266479E-1,-3.885585070E-2
3.546351796E1,1.804325223E0,-3.947858810E-1,-7.895737886E-2
3.547340510E1,1.526281357E0,-3.243541718E-2,-5.900323391E-2
3.548329229E1,1.476445198E0,2.862291336E-1,3.454780579E-1
3.549317947E1,1.490821123E0,1.214551926E-1,5.525015593E-1
3.550306666E1,1.842580318E0,-3.611488342E-1,6.122909784E-1
3.551295385E1,2.311422825E0,-9.178791046E-1,4.410448074E-1
3.552284098E1,2.818587065E0,-1.234382629E0,3.684140444E-1
3.553272817E1,2.846403122E0,-1.322977543E0,5.265694857E-1
3.554261536E1,2.140817881E0,-1.238042831E0,6.159803867E-1
3.555250255E1,1.482101679E0,-1.185968399E0,1.115341187E0
3.556238968E1,8.219680786E-1,-1.116127014E0,1.437292337E0
3.557227687E1,-7.662367821E-2,-1.125841141E0,1.894607902E0
3.558216406E1,-4.851074219E-1,-1.210192204E0,2.116149664E0
3.559205124E1,-2.578966618E-1,-1.271630764E0,2.126418591E0
3.560193838E1,4.243631363E-1,-1.109459877E0,1.879311442E0
3.561182557E1,1.306464195E0,-6.763734818E-1,1.390007019E0
3.562171276E1,2.044833660E0,-1.528320312E-1,6.903980970E-1
3.563159994E1,2.137023687E0,1.586933136E-1,2.501583099E-2
3.564148713E1,1.404363155E0,1.080045700E-1,8.722829819E-2
3.565137426E1,5.536146164E-1,-1.359987259E-1,2.288841009E-1
3.566126145E1,1.028029919E-1,-3.462381363E-1,3.542912006E-1
3.567114864E1,-1.682844162E-1,-5.599184036E-1,7.739548683E-1
3.568103583E1,-9.953293800E-1,-5.789880753E-1,1.830145001E0
3.569092302E1,-2.385179996E0,-6.429862976E-2,3.740241289E0
3.570081015E1,-3.120306730E0,4.443922043E-1,3.456245422E0
3.571069734E1,-1.982374430E0,1.000933647E0,4.011371136E0
3.572058453E1,-1.746349335E-1,1.650738716E0,4.695957184E0
3.573047171E1,7.293343544E-1,1.564785957E0,4.733932495E0
3.574035890E1,6.121823788E-1,9.264841080E-1,3.689982653E0
3.575024604E1,5.870981216E-1,9.733715057E-1,3.301359177E0
3.576013322E1,1.427462101E-1,1.968934059E0,1.657345772E0
3.577002041E1,4.578306675E-1,2.790859222E0,-4.903119802E-1
3.577990760E1,2.078725815E0,2.909563065E0,-2.044725657E0
3.578979479E1,3.294109821E0,2.448017120E0,-2.493271351E0
