"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.814769757E0,-6.250709295E-1,-6.968402863E-2,3.382236958E-1
3.824656892E0,-8.895593882E-1,-9.472465515E-2,3.747313321E-1
3.834544027E0,-1.247254610E0,-1.656227112E-1,3.833714724E-1
3.844431111E0,-1.258782268E0,-8.223533630E-3,5.796251893E-1
3.854318246E0,-1.033305645E0,2.539205551E-1,2.970827222E-1
3.864205329E0,-8.844515085E-1,3.594379425E-1,1.042467654E-1
3.874092465E0,-9.673844576E-1,3.301410675E-1,-7.325103879E-2
3.883979548E0,-1.163370728E0,2.025928497E-1,-1.900301576E-1
3.893866684E0,-1.400483131E0,-5.086803436E-2,-3.305014670E-1
3.903753767E0,-1.603681564E0,-2.217006683E-1,-2.417981625E-2
3.913640902E0,-1.548510551E0,-1.787519455E-1,-2.427827120E-1
3.923527986E0,-1.214487076E0,-9.369182587E-2,-4.025351107E-1
3.933415121E0,-7.447946072E-1,-5.041313171E-2,-5.651700497E-1
3.943302257E0,-4.090418816E-1,-6.088447571E-2,-8.219842911E-1
3.953189340E0,-2.855165005E-1,-6.879806519E-3,-8.385906219E-1
3.963076475E0,-3.436913490E-1,1.142253876E-1,-5.727948546E-1
3.972963559E0,-6.157424450E-1,6.418418884E-2,-6.503129005E-1
3.982850694E0,-1.000204563E0,-7.684516907E-2,-5.171627402E-1
3.992737777E0,-1.277931690E0,-1.338558197E-1,-2.912096381E-1
4.002624913E0,-1.324630260E0,-6.660461426E-2,-1.352993846E-1
4.012512048E0,-1.163563967E0,7.889080048E-2,-5.237165689E-1
4.022399132E0,-6.053509712E-1,3.846435547E-1,-1.176837206E0
4.032286267E0,1.558322906E-1,6.901750565E-1,-2.017242908E0
4.042173350E0,8.938994408E-1,7.281398773E-1,-2.246739388E0
4.052060486E0,1.307599068E0,5.683145523E-1,-2.282896757E0
4.061947569E0,1.305262566E0,2.871417999E-1,-1.954217434E0
4.071834704E0,1.182170868E0,-1.393671036E-1,-1.506941438E0
4.081721788E0,1.186093807E0,-3.677034378E-1,-1.029610515E0
4.091608923E0,1.189082623E0,-4.251251221E-1,-9.845076799E-1
4.101496059E0,1.224503994E0,-4.276647568E-1,-1.099602580E0
4.111383142E0,1.157341003E0,-2.168693542E-1,-6.140333414E-1
4.121270277E0,1.149125576E0,1.468095779E-1,8.398711681E-3
4.131157361E0,1.349860191E0,5.963659286E-1,4.171648622E-1
4.141044496E0,1.906939030E0,1.194542885E0,9.724930525E-1
4.150931579E0,2.452455997E0,1.768073082E0,1.461199045E0
4.160818715E0,2.359220505E0,1.833872795E0,1.569754720E0
4.170705850E0,1.894278049E0,1.489706039E0,2.057504892E0
4.180592934E0,1.371264935E0,1.091316223E0,2.344248533E0
4.190480069E0,1.301462173E0,1.027798653E0,2.268579721E0
4.200367152E0,1.517009258E0,1.273938179E0,2.136769295E0
4.210254288E0,1.458631516E0,1.412235260E0,1.886524677E0
4.220141423E0,1.031373501E0,1.302770615E0,1.696350336E0
4.230028507E0,6.651530266E-1,1.034302711E0,1.481582046E0
4.239915590E0,4.951715469E-1,8.976440430E-1,1.437902689E0
4.249802725E0,6.312174797E-1,8.127288818E-1,1.096593618E0
4.259689861E0,8.777270317E-1,6.728649139E-1,5.904691815E-1
4.269576944E0,1.121797085E0,5.061264038E-1,1.023025662E-1
4.279464079E0,1.106398582E0,5.052633286E-1,-5.198150277E-1
4.289351163E0,8.132672310E-1,5.112476349E-1,-8.838450909E-1
4.299238298E0,3.948297501E-1,4.165592194E-1,-6.319161057E-1
4.309125434E0,-5.422067642E-2,3.050527573E-1,-4.226526320E-1
4.319012517E0,-4.296278954E-1,6.915378571E-2,-1.624257863E-1
4.328899652E0,-7.009549141E-1,-1.886415482E-1,1.550361812E-1
4.338786736E0,-8.309173584E-1,-3.317332268E-1,7.577262819E-2
4.348673871E0,-5.899944305E-1,-2.573556900E-1,1.288973093E-1
4.358560954E0,-1.467943192E-1,-1.265125275E-1,2.951603830E-1
4.368448090E0,1.045188904E-1,-8.684635162E-2,4.286459684E-1
4.378335225E0,-6.273269653E-3,-1.507549286E-1,2.450239360E-1
4.388222309E0,-3.184490204E-1,-1.312389374E-1,3.325504065E-2
4.398109444E0,-7.890400887E-1,-3.262805939E-2,9.424084425E-2
4.407996527E0,-1.062588692E0,4.857826233E-2,3.062208295E-1
4.417883663E0,-1.087219715E0,1.495199203E-1,2.129348814E-1
4.427770798E0,-1.083564281E0,2.659053802E-1,-8.644770086E-2
4.437657882E0,-1.186626196E0,2.353591919E-1,-1.186380088E-1
4.447545017E0,-1.542340279E0,1.498336792E-1,-1.525966525E-1
4.457432100E0,-1.682905674E0,3.276920319E-2,4.693692923E-2
4.467319236E0,-1.394293070E0,2.628612518E-2,8.203577995E-2
4.477206371E0,-7.619607449E-1,1.481981277E-1,-7.653421164E-2
4.487093454E0,-1.571040154E-1,1.466007233E-1,-2.758135796E-1
4.496980590E0,2.638926506E-1,-3.761863708E-2,-4.671917558E-1
4.506867673E0,4.886255264E-1,-3.135919571E-1,-4.869224131E-1
4.516754809E0,4.009253979E-1,-4.753293991E-1,-3.013208210E-1
4.526641944E0,-8.929610252E-2,-6.139411926E-1,-1.642990410E-1
4.536529027E0,-3.096551895E-1,-6.516561508E-1,-2.077853978E-1
4.546416163E0,-3.341734409E-1,-5.691795349E-1,-3.389288187E-1
4.556303246E0,-2.920565605E-1,-4.388065338E-1,-3.490511477E-1
4.566190382E0,-3.442630768E-1,-4.652042389E-1,-4.617677629E-1
4.576077517E0,-7.101297379E-2,-6.417474747E-1,-6.467776299E-1
4.585964600E0,4.836337566E-1,-8.745393753E-1,-8.476892114E-1
4.595851736E0,1.105421305E0,-9.221801758E-1,-1.166321278E0
4.605738819E0,1.702304125E0,-8.182973862E-1,-1.169054747E0
4.615625954E0,1.938857675E0,-8.912696838E-1,-8.440299630E-1
4.625513038E0,1.972970486E0,-8.463373184E-1,-5.777475238E-1
4.635400173E0,2.075579882E0,-6.983404160E-1,-5.229306221E-1
4.645287309E0,1.419641495E0,-7.826480865E-1,-6.272785664E-1
4.655174392E0,-8.449137211E-2,-8.541536331E-1,-4.398864508E-1
4.665061527E0,-9.015091062E-1,-8.461809158E-1,3.742520809E-1
4.674948663E0,-9.205113649E-1,-7.922782898E-1,4.443476200E-1
4.684835746E0,-1.660345644E-1,-5.996503830E-1,3.582859039E-1
4.694722882E0,1.080523133E0,-2.633094788E-1,2.461142540E-1
4.704609965E0,2.114635468E0,-2.140092850E-1,4.199659824E-2
4.714497100E0,2.817502260E0,-3.192844391E-1,8.601546288E-2
4.724384236E0,3.088803530E0,-5.038175583E-1,1.043639183E-1
4.734271319E0,2.931889057E0,-6.018810272E-1,3.255537748E-1
4.744158454E0,2.546401978E0,-6.010932922E-1,3.958165646E-1
4.754045538E0,2.158662319E0,-4.128160477E-1,4.186018705E-1
4.763932673E0,1.371437073E0,-2.960319519E-1,2.442530394E-1
4.773819809E0,-1.977974176E-1,-3.919639587E-1,3.101166487E-1
4.783706892E0,-1.217430711E0,-5.053625107E-1,7.079330683E-1
4.793594027E0,-1.427325487E0,-6.957273483E-1,1.038513184E0
4.803481163E0,-9.803895950E-1,-7.124166489E-1,9.048807621E-1
4.813368246E0,-1.328840256E-1,-6.405668259E-1,7.669371367E-1
4.823255382E0,6.858723164E-1,-6.196718216E-1,5.353373289E-1
4.833142465E0,1.135710716E0,-6.539201736E-1,3.251518011E-1
4.843029600E0,1.253824711E0,-7.011289597E-1,3.451454639E-1
4.852916736E0,1.130972385E0,-6.290979385E-1,4.534868002E-1
4.862803819E0,8.095229864E-1,-6.162710190E-1,4.545148611E-1
4.872690954E0,1.971507072E-1,-6.662302017E-1,3.064815998E-1
4.882578038E0,-2.703249454E-1,-7.345762253E-1,5.482981205E-1
4.892465173E0,-2.845582962E-1,-8.111934662E-1,7.762452364E-1
4.902352309E0,5.216836929E-3,-5.996866226E-1,5.242435932E-1
4.912239392E0,6.793582439E-1,-1.241807938E-1,2.945753336E-1
4.922126527E0,1.000738263E0,2.001361847E-1,2.887210846E-1
4.932013663E0,9.980056286E-1,1.943225861E-1,2.121484280E-1
4.941900746E0,8.568251133E-1,-1.035251617E-1,1.645781994E-1
4.951787882E0,6.595258713E-1,-3.188629150E-1,1.506389380E-1
4.961674965E0,7.258659601E-1,-2.921590805E-1,8.275139332E-2
4.971562100E0,1.097738743E0,-1.501073837E-1,1.812833548E-1
4.981449236E0,1.359618902E0,1.919555664E-2,-1.811900139E-1
4.991336319E0,1.750817299E0,1.369962692E-1,-4.776048660E-2
5.001223454E0,1.945947886E0,5.026845932E-1,4.369128942E-1
5.011110590E0,1.398407340E0,1.205983162E0,7.357227802E-1
5.020997673E0,6.067228317E-2,1.884854317E0,1.527910233E0
5.030884809E0,-1.618691444E0,1.487388611E0,2.879751682E0
5.040771892E0,-3.423572063E0,2.385168076E-1,3.530992985E0
5.050659027E0,-4.257089138E0,-7.560205460E-1,3.006640911E0
5.060546163E0,-3.382835150E0,-6.232986450E-1,2.403925419E0
5.070433246E0,-1.796769857E0,2.599363327E-1,1.522718787E0
5.080320382E0,-4.439175129E-1,9.406032562E-1,8.058313131E-1
5.090207517E0,2.622482777E-1,1.084681511E0,3.642581701E-1
5.100094600E0,-6.319284439E-3,1.053804398E0,1.338077784E-1
5.109981736E0,-5.504770279E-1,1.020744324E0,2.349839211E-1
5.119868819E0,-8.368399143E-1,8.573846817E-1,3.312120438E-1
5.129755954E0,-5.574336052E-1,6.072921753E-1,8.566129208E-2
5.139643090E0,1.208820343E-1,3.671550751E-1,-3.171439171E-1
5.149530173E0,3.999435902E-2,3.114786148E-1,-1.022933006E0
5.159417309E0,-1.635348797E-2,2.486667633E-1,-1.033440351E0
5.169304444E0,-3.643169403E-1,1.882829666E-1,-1.031280994E0
5.179191527E0,-1.022968292E0,-3.507804871E-2,-1.010424376E0
5.189078663E0,-1.447286725E0,-4.503421783E-1,-4.065845013E-1
5.198965798E0,-1.502272964E0,-9.062881470E-1,-2.573263645E-2
5.208852882E0,-1.127418518E0,-1.222544670E0,2.588589191E-1
5.218740017E0,-4.530032873E-1,-1.309876442E0,3.810248375E-1
5.228627100E0,1.373335123E-1,-1.206417084E0,5.462129116E-1
5.238514236E0,3.277666569E-1,-9.962148666E-1,2.996562719E-1
5.248401371E0,2.187357545E-1,-8.045787811E-1,7.376008034E-1
5.258288454E0,6.600570679E-2,-6.125793457E-1,8.658405542E-1
5.268175590E0,2.247517407E-1,-1.167268753E-1,1.054199338E0
5.278062725E0,5.080918670E-1,5.059928894E-1,9.870940447E-1
5.287949809E0,1.006503820E0,9.860820770E-1,3.848978281E-1
5.297836944E0,1.476773500E0,9.181318283E-1,-1.715874672E-1
5.307724079E0,1.551907539E0,5.587434769E-1,-5.314142108E-1
5.317611163E0,1.069699287E0,2.114124298E-1,-6.686757803E-1
5.327498298E0,5.223951340E-1,-4.782962799E-2,-8.416672349E-1
5.337385382E0,2.932232022E-1,-9.286880493E-3,-9.569799900E-1
5.347272517E0,3.041873574E-1,1.920976639E-1,-1.016671896E0
5.357159652E0,2.362641990E-1,3.358507156E-1,-1.037313461E0
5.367046736E0,2.935326993E-1,4.649496078E-1,-7.104173899E-1
5.376933871E0,3.120240271E-1,4.122695923E-1,-4.107858837E-1
5.386821007E0,3.832922578E-1,1.329927444E-1,-1.625144482E-1
5.396708090E0,5.249951482E-1,-1.452779770E-1,5.116325617E-2
5.406595225E0,7.439185381E-1,-4.727230072E-1,4.245477915E-2
5.416482361E0,1.061612248E0,-6.724758148E-1,-7.276719809E-2
5.426369444E0,1.194846749E0,-6.178255081E-1,-3.167437911E-1
5.436256579E0,1.217377305E0,-5.933275223E-1,-7.471468449E-1
5.446143715E0,1.152116299E0,-4.510641098E-1,-4.675717950E-1
5.456030798E0,8.985448480E-1,-1.508769989E-1,-8.443439007E-2
5.465917934E0,5.169819593E-1,-8.264541626E-3,2.684977055E-1
5.475805017E0,1.473315358E-1,-2.723598480E-2,6.553832293E-1
5.485692152E0,2.784729004E-4,-2.264747620E-1,5.874317288E-1
5.495579288E0,2.165067196E-1,-2.980775833E-1,3.724870086E-1
5.505466371E0,4.965128899E-1,-7.830238342E-2,1.890694499E-1
5.515353507E0,3.549015522E-1,1.621122360E-1,1.361749172E-1
5.525240642E0,-1.693415642E-1,2.995014191E-1,2.440845072E-1
5.535127725E0,-8.556293845E-1,2.777214050E-1,4.830121994E-3
5.545014861E0,-1.085497022E0,2.003078461E-1,-1.159627140E-1
5.554901996E0,-6.595063210E-1,5.972957611E-2,-1.147266626E-1
5.564789079E0,-2.664636374E-1,-4.185390472E-2,-1.657287478E-1
5.574676215E0,-5.677700043E-3,-1.098890305E-1,-7.397368550E-1
5.584563350E0,1.536637545E-1,-9.477806091E-2,-9.677151442E-1
5.594450434E0,-1.104087830E-1,-6.080627441E-3,-1.259494543E0
5.604337569E0,-7.342261076E-1,3.004455566E-2,-1.373027563E0
5.614224704E0,-1.099820137E0,1.143426895E-1,-1.455138445E0
5.624111788E0,-1.194199562E0,1.724328995E-1,-1.429432869E0
5.633998923E0,-1.018338442E0,2.183341980E-1,-1.343322515E0
5.643886059E0,-8.258008957E-1,1.254415512E-1,-1.265087605E0
5.653773142E0,-6.416056156E-1,-7.143020630E-4,-1.340214133E0
5.663660277E0,-3.522230387E-1,-1.189327240E-2,-8.904324770E-1
5.673547361E0,-3.463615179E-1,-1.253213882E-1,-5.669772625E-1
5.683434496E0,-4.790476561E-1,-3.092441559E-1,-8.865593374E-2
5.693321632E0,-6.315690279E-1,-5.989789963E-1,2.653781176E-1
5.703208715E0,-6.037257910E-1,-6.454477310E-1,2.862797678E-1
5.713095850E0,-5.413047075E-1,-4.325428009E-1,2.658538222E-1
5.722982986E0,-5.822371244E-1,-1.401338577E-1,1.023271382E-1
5.732870069E0,-7.089321613E-1,3.562545776E-2,1.204508394E-1
5.742757204E0,-8.137893677E-1,2.108001709E-2,1.956692636E-1
5.752644340E0,-1.040051460E0,-1.443271637E-1,2.583833039E-1
5.762531423E0,-1.331647277E0,-3.347206116E-1,5.412068218E-2
5.772418559E0,-1.463167787E0,-4.275207520E-1,1.857604980E-1
5.782305694E0,-1.140715957E0,-2.484960556E-1,2.353166938E-1
5.792192777E0,-1.063116670E0,-1.775341034E-1,-1.118040979E-1
5.802079913E0,-5.486209393E-1,-1.122770309E-1,5.744481087E-2
5.811967048E0,-2.212030888E-1,-1.441545486E-1,3.488624096E-2
5.821854132E0,-1.453518867E-2,-2.015562057E-1,-1.923155040E-2
5.831741267E0,-1.118004322E-1,-4.276580811E-1,-2.349136323E-1
5.841628402E0,1.044914722E-1,-3.311510086E-1,-4.709194303E-1
5.851515486E0,4.085314274E-1,4.151344299E-3,-1.744874418E-1
5.861402621E0,5.844736099E-1,4.538583755E-1,-5.038447976E-1
5.871289757E0,9.913330078E-1,9.193639755E-1,-2.966913283E-1
5.881176840E0,1.182300091E0,1.095477104E0,-1.864572465E-1
5.891063975E0,9.973216057E-1,1.158097267E0,-7.894879580E-2
5.900951111E0,3.319940567E-1,8.719186783E-1,-1.300288439E-1
5.910838194E0,-1.159744263E-1,4.625253677E-1,4.055769742E-2
5.920725329E0,-2.831058502E-1,1.800165176E-1,1.744870543E-1
5.930612465E0,-5.867862701E-2,1.642189026E-1,1.390472949E-1
5.940499548E0,3.209519386E-1,3.386383057E-1,2.792361751E-2
5.950386684E0,4.296178818E-1,4.486742020E-1,1.290981472E-1
5.960273819E0,8.975982666E-2,2.826499939E-1,1.902783215E-1
5.970160902E0,-4.444556236E-1,7.420444489E-2,3.694840148E-2
5.980048038E0,-7.046728134E-1,9.342193604E-2,1.050250828E-1
5.989935173E0,-9.013423920E-1,2.655096054E-1,3.508607447E-1
5.999822257E0,-7.828698158E-1,6.444492340E-1,7.428057790E-1
6.009709392E0,-7.802615166E-1,1.117674828E0,8.164142370E-1
6.019596527E0,-5.982184410E-1,1.406209946E0,-2.044701576E-2
6.029483611E0,-3.304934502E-1,1.446084976E0,-1.632663608E0
6.039370746E0,4.279327393E-1,1.445398331E0,-2.541474104E0
6.049257882E0,1.299454212E0,1.388491631E0,-2.530687332E0
6.059144965E0,1.420627594E0,1.026124001E0,-2.266824722E0
6.069032100E0,7.914118767E-1,4.620933533E-1,-1.891814113E0
6.078919236E0,-6.190967560E-2,-4.625797272E-2,-1.362374067E0
6.088806319E0,-4.965605736E-1,-2.132482529E-1,-7.831835747E-1
6.098693454E0,-4.762897491E-1,6.116771698E-2,-5.136914849E-1
6.108580590E0,-4.364409447E-1,3.473196030E-1,-2.757671475E-1
6.118467673E0,-1.750969887E-1,4.428911209E-1,-1.186415553E-1
6.128354809E0,5.215888023E-1,4.832897186E-1,-2.777856588E-2
6.138241944E0,1.549447536E0,3.248834610E-1,-1.912598312E-2
6.148129027E0,2.375655174E0,4.026794434E-2,6.890100241E-2
6.158016163E0,2.262900352E0,-4.339675903E-1,3.895725012E-1
6.167903298E0,1.343377590E0,-8.191833496E-1,9.465557337E-1
6.177790382E0,6.894326210E-1,-6.746535301E-1,1.272615075E0
6.187677517E0,7.091708183E-1,-2.103872299E-1,1.282330513E0
6.197564652E0,6.398978233E-1,2.005767822E-1,1.037387371E0
6.207451736E0,2.263693810E-1,2.981324196E-1,1.095464587E0
6.217338871E0,-2.773184776E-1,2.144742012E-1,1.263280511E0
6.227226007E0,-5.353746414E-1,2.143373489E-1,1.196930647E0
6.237113090E0,-6.591725349E-1,1.579318047E-1,8.174836636E-1
6.247000225E0,-4.833235741E-1,1.311812401E-1,4.986090362E-1
6.256887361E0,-2.072901726E-1,2.594590187E-1,2.508068383E-1
6.266774444E0,-5.297374725E-2,4.682035446E-1,4.776239395E-3
6.276661579E0,-1.310648918E-1,6.197619438E-1,-2.700686455E-1
6.286548715E0,-2.228918076E-1,8.972682953E-1,-4.831396937E-1
6.296435850E0,-4.132118225E-1,1.172291756E0,-5.431968570E-1
6.306322934E0,-7.872800827E-1,1.192687511E0,-6.040093899E-1
6.316210069E0,-1.067636013E0,1.034563541E0,-4.459997118E-1
6.326097204E0,-9.981050491E-1,8.500251770E-1,-3.797967434E-1
6.335984288E0,-6.933445930E-1,6.503486633E-1,-1.455314606E-1
6.345871423E0,-3.577151299E-1,3.363776207E-1,-1.643316448E-1
6.355758559E0,-9.016466141E-2,-1.189775467E-1,-9.273400158E-2
6.365645642E0,2.900743484E-2,-6.012558937E-1,2.748756111E-2
6.375532777E0,-2.983379364E-2,-9.659266472E-1,1.659794152E-1
6.385419913E0,-1.790304184E-1,-1.193200111E0,3.413169682E-1
6.395306996E0,6.496953964E-2,-9.469270706E-1,5.499485731E-1
6.405194132E0,5.873842239E-1,-3.424611092E-1,4.947887361E-1
6.415081267E0,8.099470139E-1,2.448954582E-1,4.886555076E-1
6.424968350E0,4.251279831E-1,6.833457947E-1,4.721188545E-1
6.434855486E0,-6.064996719E-1,8.043107986E-1,4.703675508E-1
6.444742621E0,-1.271123886E0,7.580108643E-1,5.329328179E-1
6.454629757E0,-1.085542202E0,5.822615623E-1,6.797443628E-1
6.464516840E0,-2.014842033E-1,5.492472649E-1,4.819712043E-1
6.474403975E0,7.029023170E-1,4.997177124E-1,4.641275853E-2
6.484291111E0,8.585114479E-1,2.299065590E-1,-3.603897393E-1
6.494178194E0,6.207780838E-1,-1.009931564E-1,-4.582756460E-1
6.504065329E0,4.763154984E-1,-2.150125504E-1,-2.842113376E-1
6.513952465E0,2.208051682E-1,-2.131080627E-1,-2.368380576E-1
6.523839548E0,8.635759354E-2,-2.240180969E-1,-4.385371506E-2
6.533726684E0,3.345346451E-2,-2.134189606E-1,-3.263390362E-1
6.543613819E0,-1.813220978E-2,-1.843652725E-1,-4.900836349E-1
6.553500902E0,-3.577709198E-3,-3.645858765E-1,-6.816043854E-1
6.563388038E0,-2.649843693E-1,-6.902360916E-1,-8.740649223E-1
6.573275173E0,-4.733805656E-1,-9.664564133E-1,-8.242098093E-1
6.583162309E0,-8.628582954E-2,-1.036552429E0,-6.663272381E-1
6.593049392E0,6.496369839E-1,-9.034652710E-1,-7.912634015E-1
6.602936527E0,1.187130928E0,-8.507471085E-1,-5.520300865E-1
6.612823663E0,1.426433325E0,-7.719068527E-1,-6.429593563E-1
6.622710746E0,1.215222836E0,-8.159933090E-1,-3.865079284E-1
6.632597882E0,5.787229538E-1,-1.091328621E0,-1.119256020E-1
6.642485017E0,-2.373907566E-1,-1.222599030E0,-2.030872703E-1
6.652372152E0,-8.131418228E-1,-1.182990074E0,2.109009027E-1
6.662259236E0,-8.793311715E-1,-9.170312881E-1,5.472673178E-1
6.672146371E0,-7.222910523E-1,-4.575119019E-1,5.300450325E-1
6.682033507E0,-2.090321779E-1,-1.725835800E-1,6.318348646E-1
6.691920590E0,4.546518326E-1,-3.213214874E-1,4.779366255E-1
6.701807725E0,1.383942127E0,-6.813230515E-1,7.917869091E-2
6.711694861E0,2.142710686E0,-1.073364258E0,-2.679439783E-1
6.721581996E0,2.623095036E0,-1.148981094E0,-3.620376587E-1
6.731469079E0,2.704768419E0,-8.324718475E-1,-9.246420860E-2
6.741356215E0,2.193437099E0,-3.300237656E-1,2.235637903E-1
6.751243350E0,1.571896315E0,5.403041840E-2,8.420337439E-1
6.761130434E0,1.150961399E0,1.665573120E-1,9.124094248E-1
6.771017569E0,9.733009934E-1,1.412572861E-1,9.962111712E-1
6.780904704E0,5.615081787E-1,-2.016935349E-1,6.642603874E-1
6.790791788E0,4.633023739E-1,-6.429290771E-1,5.792348385E-1
6.800678923E0,1.047781467E0,-8.239154816E-1,6.163792610E-1
6.810566059E0,1.456840038E0,-6.730813980E-1,3.574032784E-1
6.820453194E0,1.653317332E0,-3.535060883E-1,3.546473980E-1
6.830340277E0,1.477555871E0,-7.592487335E-2,5.648791790E-1
6.840227413E0,1.048424721E0,6.402683258E-2,5.226709843E-1
6.850114548E0,3.885593414E-1,-2.327528000E-1,5.477199554E-1
6.860001632E0,-2.890238762E-1,-6.494283676E-1,3.540844917E-1
6.869888767E0,-9.034943581E-1,-1.092725754E0,3.228025436E-1
6.879775902E0,-1.304138899E0,-1.493021011E0,2.578785419E-1
6.889662986E0,-1.120224237E0,-1.640562057E0,-1.416516304E-2
6.899550121E0,-4.681074619E-1,-1.410450935E0,-2.525674105E-1
6.909437257E0,1.115972996E-1,-7.898521423E-1,-5.132989883E-1
6.919324392E0,4.726878405E-1,-2.830190659E-1,-4.391980171E-1
6.929211475E0,6.669539213E-1,-2.377891541E-2,-3.821897507E-2
6.939098611E0,9.866417646E-1,2.219104767E-2,3.134155273E-2
6.948985746E0,1.431337953E0,-1.107368469E-1,-5.007982254E-2
6.958872829E0,1.798436761E0,-2.508945465E-1,1.059100628E-1
6.968759965E0,1.570033550E0,-2.285032272E-1,8.228650093E-1
6.978647100E0,1.186281681E0,-8.042812347E-2,9.887840748E-1
6.988534236E0,1.096506834E0,3.784322739E-1,6.261913776E-1
6.998421319E0,1.150661826E0,1.190308571E0,7.082221508E-1
7.008308454E0,9.321024418E-1,2.175770760E0,1.467326164E0
7.018195590E0,3.499177694E-1,2.486576080E0,2.353074551E0
7.028082673E0,-2.046952248E-1,1.882557869E0,2.687391043E0
7.037969809E0,-7.698159218E-1,1.057227135E0,2.153404474E0
7.047856944E0,-5.829424858E-1,6.923656464E-1,1.287507892E0
7.057744079E0,-7.774412632E-2,7.861099243E-1,3.633035421E-1
7.067631163E0,-5.206906796E-2,9.239692688E-1,-3.466987610E-1
7.077518298E0,-3.215662241E-1,1.367970467E0,-1.890369654E-1
7.087405434E0,-1.293660402E0,1.285342216E0,5.015136003E-1
7.097292517E0,-2.381823301E0,9.875259399E-1,1.153670788E0
7.107179652E0,-2.763506413E0,7.776517868E-1,1.139034510E0
7.117066788E0,-2.223608494E0,4.130392075E-1,4.294180870E-1
7.126953923E0,-1.582528949E0,-4.824542999E-2,-1.289609671E-1
7.136841007E0,-1.358073831E0,-4.514646530E-1,-1.093569994E-1
7.146728142E0,-1.454919577E0,-7.496767044E-1,-8.862221241E-2
7.156615277E0,-1.440901995E0,-7.117376328E-1,-2.472090721E-1
7.166502413E0,-1.589945078E0,-3.920650482E-1,1.802424192E-1
7.176389496E0,-1.885650635E0,-2.224102020E-1,1.095163226E0
7.186276632E0,-1.703824759E0,-3.521060944E-1,7.593671083E-1
7.196163767E0,-9.208495617E-1,-6.227502823E-1,7.032287121E-2
7.206050850E0,-3.352999687E-2,-8.523674011E-1,-4.483823776E-1
7.215937986E0,3.850619793E-1,-1.118906975E0,-5.375909209E-1
7.225825121E0,4.382160306E-1,-1.260233879E0,-6.219796538E-1
7.235712257E0,3.511477709E-1,-9.836397171E-1,-8.091557026E-1
7.245599340E0,3.426324129E-1,-5.462760925E-1,-1.044133544E0
7.255486475E0,2.631954551E-1,-5.188941956E-2,-1.250257850E0
7.265373611E0,1.424814463E-1,6.017913818E-1,-1.852980614E0
7.275260694E0,1.741106510E-1,1.294823647E0,-1.801343799E0
7.285147829E0,1.815424711E-1,1.413499832E0,-1.372375607E0
7.295034965E0,4.102143943E-1,8.478307724E-1,-1.244644642E0
7.304922100E0,7.086858749E-1,9.233951569E-2,-1.106425285E0
7.314809184E0,7.757681608E-1,-6.350727081E-1,-8.856379986E-1
7.324696319E0,6.378356814E-1,-1.122914314E0,-2.594253421E-1
7.334583454E0,4.230087996E-1,-1.203133583E0,2.911260128E-1
7.344470538E0,1.686873734E-1,-1.115787506E0,7.030502558E-1
7.354357673E0,1.036749482E-1,-1.147321701E0,8.197640181E-1
7.364244809E0,1.388173103E-1,-1.148726463E0,6.631417274E-1
7.374131944E0,5.284767151E-1,-8.953399658E-1,4.616175890E-1
7.384019027E0,1.024370432E0,-4.763431549E-1,3.797841668E-1
7.393906163E0,1.409438014E0,-1.529092789E-1,4.731434584E-2
7.403793298E0,1.581521749E0,7.740974426E-3,-8.911389112E-2
7.413680434E0,1.524445653E0,7.267570496E-2,-1.303707957E-1
7.423567517E0,1.181844592E0,1.132774353E-2,-2.486063242E-1
7.433454652E0,7.805075645E-1,-6.578350067E-2,-1.083357334E-1
7.443341788E0,4.562991858E-1,-2.157144547E-1,1.042952538E-1
7.453228871E0,2.580890656E-1,-3.068780899E-1,1.680492163E-1
7.463116007E0,2.844121456E-1,-3.563156128E-1,2.467027307E-1
7.473003142E0,4.049634933E-1,-2.735261917E-1,1.931064129E-1
