Time (s),Gyroscope x (deg/s),Gyroscope y (deg/s),Gyroscope z (deg/s)
2.765265505E1,-6.667397618E-1,4.463766217E-1,-1.991132975E0
2.766254218E1,-6.288672686E-1,4.530959427E-1,-2.096198797E0
2.767242932E1,-6.007682681E-1,5.105155706E-1,-2.151785851E0
2.768231651E1,-5.647283196E-1,5.819846988E-1,-2.173776388E0
2.769220364E1,-5.231906772E-1,5.996993184E-1,-2.212870598E0
2.770209083E1,-5.066977739E-1,5.728220344E-1,-2.294113159E0
2.771197796E1,-5.219689608E-1,5.386145711E-1,-2.413228512E0
2.772186515E1,-5.519005060E-1,4.842491746E-1,-2.552501678E0
2.773175229E1,-5.653391480E-1,4.274403751E-1,-2.713154554E0
2.774163947E1,-5.476245880E-1,3.596363366E-1,-2.873196363E0
2.775152661E1,-5.164713860E-1,2.594573796E-1,-2.999641895E0
2.776141380E1,-5.066977739E-1,1.666085869E-1,-3.076608658E0
2.777130093E1,-5.005893111E-1,1.110214889E-1,-3.080273628E0
2.778118812E1,-4.462239146E-1,1.403421611E-1,-2.984981537E0
2.779107526E1,-3.533751369E-1,2.338017821E-1,-2.803559780E0
2.780096244E1,-2.800734639E-1,3.272614181E-1,-2.583044052E0
2.781084958E1,-2.519744933E-1,4.060607255E-1,-2.349089384E0
2.782073677E1,-2.538070381E-1,4.341596961E-1,-2.117578268E0
2.783062390E1,-2.641914487E-1,4.048390090E-1,-1.928215742E0
2.784051109E1,-2.709107697E-1,3.620797098E-1,-1.820095778E0
2.785039822E1,-2.519744933E-1,3.284831047E-1,-1.793218493E0
2.786028541E1,-2.104368806E-1,3.022166789E-1,-1.799937844E0
2.787017255E1,-1.866138428E-1,2.875563502E-1,-1.770617127E0
2.788005973E1,-1.829487532E-1,2.814478874E-1,-1.667994738E0
2.788994687E1,-1.750077456E-1,2.698417902E-1,-1.482908130E0
2.789983406E1,-1.530172378E-1,2.435753495E-1,-1.247120976E0
2.790972119E1,-1.261399537E-1,2.099787444E-1,-9.911760092E-1
2.791960838E1,-9.071081877E-2,2.063136548E-1,-7.137750387E-1
2.792949552E1,-1.863084175E-2,2.032594234E-1,-4.107947946E-1
2.793938270E1,6.566607952E-2,1.800472289E-1,-1.194206402E-1
2.794926984E1,1.469087601E-1,1.391204596E-1,1.059819981E-1
2.795915703E1,2.012741715E-1,5.482354015E-2,2.470877171E-1
2.796904416E1,2.257080674E-1,-8.139539510E-2,3.118375242E-1
2.797893130E1,2.354816198E-1,-2.750339806E-1,3.472666740E-1
2.798881848E1,2.483094037E-1,-4.766135812E-1,4.059080184E-1
2.799870562E1,3.038965166E-1,-6.586460471E-1,5.409052372E-1
2.800859281E1,4.200338423E-1,-7.747070193E-1,7.516475320E-1
2.801847994E1,5.116609335E-1,-8.070819378E-1,9.355126023E-1
2.802836713E1,5.214344859E-1,-7.533273697E-1,9.813261032E-1
2.803825427E1,4.609606266E-1,-6.946860552E-1,8.652651310E-1
2.804814145E1,3.332171738E-1,-7.624900937E-1,6.673506498E-1
2.805802859E1,2.629697323E-1,-8.730534315E-1,5.225798488E-1
2.806791578E1,3.619270027E-1,-8.364025950E-1,5.244123936E-1
2.807780291E1,4.841728210E-1,-7.527165413E-1,6.490252018E-1
2.808769010E1,4.951680601E-1,-7.588250041E-1,8.170081973E-1
2.809757729E1,4.127036929E-1,-8.138012886E-1,9.068027735E-1
2.810746442E1,2.825168669E-1,-8.645015955E-1,8.707627654E-1
2.811735156E1,1.603474021E-1,-8.278507590E-1,7.327113152E-1
2.812723875E1,1.065928489E-1,-6.946860552E-1,5.641174316E-1
2.813712588E1,1.524063945E-1,-5.236487985E-1,4.590517282E-1
2.814701307E1,2.666348219E-1,-3.886515796E-1,4.938700199E-1
2.815690020E1,3.692571819E-1,-2.848075330E-1,6.704048514E-1
2.816678739E1,3.417690396E-1,-1.504211426E-1,8.927532434E-1
2.817667453E1,2.018850148E-1,-1.969982497E-2,1.099219680E0
2.818656171E1,1.004843712E-1,6.948387623E-2,1.278197885E0
2.819644885E1,1.304158866E-1,1.049130186E-1,1.388761282E0
2.820633604E1,2.330382317E-1,1.226275861E-1,1.414416790E0
2.821622317E1,2.666348219E-1,9.330692142E-2,1.363105655E0
2.822611036E1,2.263189107E-1,3.527642787E-2,1.253153205E0
2.823599750E1,2.116585821E-1,-4.428642802E-3,1.126707792E0
2.824588468E1,2.525853515E-1,-6.978929788E-2,1.040578246E0
2.825577182E1,2.898470163E-1,-1.180462316E-1,1.005149126E0
2.826565901E1,2.996205688E-1,-9.910997003E-2,9.892671108E-1
2.827554614E1,3.100049794E-1,-6.062658876E-2,9.636115432E-1
2.828543333E1,3.130592108E-1,-7.040014863E-2,9.177979827E-1
2.829532052E1,3.008422852E-1,-1.259872466E-1,8.616000414E-1
2.830520765E1,2.983988822E-1,-1.944021434E-1,8.182299137E-1
2.831509484E1,2.983988822E-1,-2.628170252E-1,8.090671897E-1
2.832498197E1,2.898470163E-1,-3.049654961E-1,8.328902125E-1
2.833486916E1,2.959555089E-1,-3.263451457E-1,8.701519370E-1
2.834475630E1,3.216110766E-1,-2.530434728E-1,8.744278550E-1
2.835464343E1,3.148917556E-1,-8.994726092E-2,8.310576677E-1
2.836453062E1,2.886253297E-1,-4.230117425E-2,8.041804433E-1
2.837441781E1,2.757975459E-1,-8.200624585E-2,8.200624585E-1
2.838430494E1,2.476985604E-1,-9.727742523E-2,8.524373770E-1
2.839419213E1,2.141019702E-1,-1.052184403E-1,8.829796910E-1
2.840407926E1,2.012741715E-1,-1.186570823E-1,9.068027735E-1
2.841396645E1,1.902789176E-1,-1.241547018E-1,9.208522439E-1
2.842385359E1,1.963873953E-1,-1.272089481E-1,9.287932515E-1
2.843374078E1,2.250972092E-1,-1.571404636E-1,9.214630723E-1
2.844362791E1,2.415900975E-1,-2.292204350E-1,8.915315866E-1
2.845351510E1,2.452551723E-1,-3.000787199E-1,8.444963098E-1
2.846340223E1,2.690782249E-1,-3.636068404E-1,8.035695553E-1
2.847328942E1,2.996205688E-1,-4.436278343E-1,7.999044657E-1
2.848317656E1,2.757975459E-1,-5.535803437E-1,8.616000414E-1
2.849306374E1,2.574721277E-1,-6.555918455E-1,9.807152748E-1
2.850295088E1,2.898470163E-1,-7.295043468E-1,1.143811464E0
2.851283807E1,3.332171738E-1,-7.307260633E-1,1.314848781E0
2.852272520E1,3.478775024E-1,-6.922426820E-1,1.441904902E0
2.853261239E1,3.490992188E-1,-6.781931520E-1,1.502378821E0
2.854249953E1,3.472666740E-1,-6.824691296E-1,1.488940239E0
2.855238671E1,3.692571819E-1,-6.940752268E-1,1.393648028E0
2.856227385E1,4.053735137E-1,-7.087355256E-1,1.257429123E0
2.857216104E1,4.059843719E-1,-6.830799580E-1,1.147476554E0
2.858204817E1,3.863608837E-1,-6.018372774E-1,1.109604001E0
2.859193536E1,3.753656447E-1,-5.132644176E-1,1.135259628E0
2.860182250E1,3.594835997E-1,-4.546230733E-1,1.167634487E0
2.861170968E1,3.497100472E-1,-3.990359604E-1,1.174353838E0
2.862159682E1,3.497100472E-1,-3.067980409E-1,1.164580345E0
2.863148400E1,3.436015844E-1,-1.980672181E-1,1.163358569E0
2.864137114E1,3.387148082E-1,-1.076618284E-1,1.163969398E0
2.865125833E1,3.411581814E-1,-4.779879749E-2,1.115101695E0
2.866114546E1,3.478775024E-1,-9.315420873E-3,1.010646820E0
2.867103265E1,3.497100472E-1,3.527642787E-2,8.958075047E-1
2.868091979E1,3.448232710E-1,1.079672500E-1,8.066238165E-1
2.869080697E1,3.460449576E-1,1.818797737E-1,7.430956960E-1
2.870069411E1,3.600944579E-1,2.472404242E-1,7.186617851E-1
2.871058130E1,3.741439581E-1,3.107685447E-1,7.473716140E-1
2.872046843E1,3.857500553E-1,3.975088596E-1,8.115105629E-1
2.873035562E1,3.919348717E-1,4.647020400E-1,8.585458398E-1
2.874024276E1,3.692571819E-1,4.836383164E-1,8.310576677E-1
2.875012994E1,3.283303976E-1,4.799732268E-1,7.437065244E-1
2.876001708E1,2.996205688E-1,4.934118688E-1,6.649072170E-1
2.876990426E1,2.861819267E-1,5.294518471E-1,6.429167390E-1
2.877979140E1,2.715215981E-1,5.636593103E-1,6.618530154E-1
2.878967859E1,2.635805905E-1,5.899257660E-1,6.722373962E-1
2.879956572E1,2.635805905E-1,5.942016840E-1,6.539120078E-1
2.880945291E1,2.507528067E-1,5.868715048E-1,6.306998134E-1
2.881934005E1,2.244863659E-1,5.606050491E-1,6.484143734E-1
2.882922723E1,2.000524700E-1,5.453338623E-1,6.960604787E-1
2.883911442E1,1.646233350E-1,5.667135715E-1,7.388197780E-1
2.884900156E1,1.023169160E-1,5.746545792E-1,7.492041588E-1
2.885888874E1,6.016845629E-2,4.793623984E-1,7.040014863E-1
2.886877588E1,7.360709459E-2,2.612899244E-1,6.068767309E-1
2.887866307E1,1.298050433E-1,1.572931744E-2,4.902049303E-1
2.888855020E1,1.835595965E-1,-2.023431510E-1,3.973561525E-1
2.889843739E1,1.939440072E-1,-3.892624080E-1,3.680354655E-1
2.890832453E1,1.774511337E-1,-5.254813433E-1,4.156815708E-1
2.891821171E1,1.634016484E-1,-5.596888065E-1,5.109737515E-1
2.892809885E1,1.603474021E-1,-5.548020005E-1,5.989357233E-1
2.893798604E1,1.188097894E-1,-5.749599934E-1,6.068767309E-1
2.894787317E1,5.039490014E-2,-6.134433746E-1,5.219689608E-1
2.895776036E1,-1.557660475E-2,-6.592568755E-1,3.869717419E-1
2.896764750E1,-8.276980370E-2,-7.270609736E-1,2.483094037E-1
2.897753468E1,-1.371352077E-1,-7.789829373E-1,1.695101112E-1
2.898742182E1,-1.609582454E-1,-7.704311013E-1,1.969982386E-1
2.899730900E1,-1.511846930E-1,-7.612683773E-1,3.161134422E-1
2.900719614E1,-1.438545287E-1,-8.052493930E-1,4.712686539E-1
2.901708333E1,-1.432436854E-1,-8.522846103E-1,5.928272605E-1
2.902697052E1,-1.322484314E-1,-8.675557971E-1,6.435275674E-1
2.903685765E1,-1.133121699E-1,-8.229639530E-1,6.343649030E-1
2.904674484E1,-9.620844573E-2,-7.221741676E-1,5.916055441E-1
2.905663197E1,-8.154810965E-2,-5.670189857E-1,5.341859460E-1
2.906651916E1,-7.543963939E-2,-3.813214004E-1,4.810422063E-1
2.907640630E1,-9.376505762E-2,-1.675248593E-1,4.205683470E-1
2.908629348E1,-1.285833418E-1,7.788302377E-3,3.155026138E-1
2.909618062E1,-1.658450365E-1,5.971032009E-2,1.579040140E-1
2.910606781E1,-2.061609477E-1,4.749337584E-2,-1.679829881E-2
2.911595494E1,-2.434226274E-1,4.443913698E-2,-1.517955512E-1
2.912584213E1,-2.654131353E-1,6.093201414E-2,-1.890572309E-1
2.913572927E1,-2.593046725E-1,1.104106456E-1,-1.175880954E-1
2.914561645E1,-2.257080674E-1,1.812689304E-1,1.924168877E-2
2.915550359E1,-1.811162084E-1,2.209739983E-1,1.566823274E-1
2.916539078E1,-1.359135211E-1,2.350234836E-1,2.336490750E-1
2.917527791E1,-1.065928489E-1,2.447970361E-1,2.360924631E-1
2.918516510E1,-9.926267713E-2,2.557922900E-1,1.866138428E-1
2.919505229E1,-1.102579311E-1,2.649549842E-1,1.010952219E-1
2.920493942E1,-1.261399537E-1,2.814478874E-1,4.581354558E-3
2.921482661E1,-1.420219839E-1,2.924431264E-1,-7.482878864E-2
2.922471375E1,-1.536280811E-1,2.906105816E-1,-1.316375881E-1
2.923460093E1,-1.401894391E-1,2.893888950E-1,-1.579040140E-1
2.924448807E1,-9.009996802E-2,2.948864996E-1,-1.554606259E-1
2.925437526E1,-2.962609194E-2,2.979407609E-1,-1.554606259E-1
2.926426239E1,1.191152167E-2,3.009949923E-1,-1.786728203E-1
2.927414958E1,2.137965523E-3,3.272614181E-1,-2.409792393E-1
2.928403671E1,-6.749862432E-2,3.596363366E-1,-3.515425920E-1
2.929392390E1,-1.670667231E-1,3.791834414E-1,-5.018110275E-1
2.930381109E1,-2.702999115E-1,3.651339412E-1,-6.710157394E-1
2.931369822E1,-3.545968235E-1,3.284831047E-1,-8.408312798E-1
2.932358541E1,-4.211791754E-1,3.187095523E-1,-1.014999032E0
2.933347255E1,-4.877615273E-1,3.590254784E-1,-1.200085759E0
2.934335973E1,-5.402944088E-1,4.274403751E-1,-1.367457986E0
2.935324687E1,-5.549547076E-1,4.891359508E-1,-1.471302032E0
2.936313406E1,-5.274665952E-1,5.184566379E-1,-1.507341981E0
2.937302119E1,-4.847072959E-1,5.086830258E-1,-1.519558907E0
2.938290838E1,-4.639385045E-1,4.830274582E-1,-1.567815900E0
2.939279552E1,-4.871506989E-1,4.530959427E-1,-1.678379178E0
2.940268270E1,-5.592306852E-1,4.268295169E-1,-1.863465905E0
2.941256989E1,-6.545228362E-1,4.384356141E-1,-2.157283545E0
2.942245703E1,-7.724163532E-1,4.622586668E-1,-2.557388306E0
2.943234421E1,-9.245173335E-1,4.701996744E-1,-3.040568590E0
2.944223135E1,-1.111436605E0,5.050179958E-1,-3.485265493E0
2.945211854E1,-1.217723966E0,5.435013771E-1,-3.660043955E0
2.946200567E1,-1.212226391E0,5.129590034E-1,-3.504201651E0
2.947189286E1,-1.113879919E0,4.628695250E-1,-3.159683704E0
2.948178000E1,-9.648332596E-1,3.865135908E-1,-2.813944340E0
2.949166718E1,-8.280034661E-1,3.187095523E-1,-2.595260859E0
2.950155437E1,-7.565343380E-1,2.564031482E-1,-2.534176111E0
2.951144150E1,-7.644753456E-1,1.672194302E-1,-2.603201866E0
2.952132869E1,-8.145648241E-1,5.543438718E-2,-2.749194384E0
2.953121583E1,-8.622109294E-1,-4.291202128E-2,-2.941611290E0
2.954110302E1,-9.068027735E-1,-7.406523079E-2,-3.160905600E0
2.955099015E1,-9.678874612E-1,-2.580829710E-2,-3.345381260E0
2.956087734E1,-1.025307178E0,6.032116711E-2,-3.394249201E0
2.957076447E1,-9.886562824E-1,1.495048702E-1,-3.245813370E0
2.958065166E1,-8.444963098E-1,2.087570578E-1,-2.939778805E0
2.959053880E1,-7.266027927E-1,2.881672084E-1,-2.591595888E0
2.960042598E1,-7.198835015E-1,3.962871730E-1,-2.328931570E0
2.961031317E1,-7.675296068E-1,4.482091665E-1,-2.185993195E0
2.962020031E1,-7.656970620E-1,3.871244490E-1,-2.118800163E0
2.963008750E1,-7.088882327E-1,2.515163720E-1,-2.088257790E0
2.963997463E1,-6.545228362E-1,1.097997949E-1,-2.078484058E0
2.964986182E1,-5.989357233E-1,-2.092151903E-2,-2.063823938E0
2.965974901E1,-5.036435723E-1,-1.186570823E-1,-1.994798064E0
2.966963614E1,-3.973561525E-1,-1.730224788E-1,-1.832923532E0
2.967952333E1,-3.271087110E-1,-1.656923145E-1,-1.559263945E0
2.968941046E1,-2.641914487E-1,-9.239064902E-2,-1.166489244E0
2.969929765E1,-1.902789176E-1,2.977880463E-2,-7.119424939E-1
2.970918479E1,-1.334701329E-1,1.427855492E-1,-3.045073450E-1
2.971907197E1,-7.666133344E-2,1.678302884E-1,-1.068982668E-2
2.972895911E1,3.359660041E-3,1.140757278E-1,1.774511337E-1
2.973884630E1,8.215895295E-2,-7.635590737E-4,2.910687327E-1
2.974873348E1,1.591257155E-1,-1.705790907E-1,3.533751369E-1
2.975862062E1,2.574721277E-1,-3.978142738E-1,3.924693763E-1
2.976850781E1,3.729222417E-1,-6.476507783E-1,4.578300118E-1
2.977839494E1,4.756209552E-1,-8.926005363E-1,5.665608048E-1
2.978828213E1,5.073850155E-1,-1.098456025E0,6.252021790E-1
2.979816927E1,4.371375740E-1,-1.212073684E0,5.341859460E-1
2.980805645E1,3.100049794E-1,-1.192526579E0,3.442124426E-1
2.981794364E1,2.318165302E-1,-1.037371397E0,1.933331639E-1
2.982783078E1,2.764083743E-1,-8.345700502E-1,2.012741715E-1
2.983771796E1,4.053735137E-1,-5.963396430E-1,3.686463237E-1
2.984760510E1,5.012765527E-1,-4.033119082E-1,5.891621709E-1
2.985749229E1,5.544202328E-1,-4.198047817E-1,7.803573608E-1
2.986737942E1,5.562527776E-1,-5.657972693E-1,8.597674966E-1
2.987726661E1,4.737884104E-1,-6.952968836E-1,7.986828089E-1
2.988715375E1,3.729222417E-1,-7.618792653E-1,6.520794630E-1
2.989704093E1,3.332171738E-1,-7.936432958E-1,4.944808483E-1
2.990692812E1,3.387148082E-1,-7.612683773E-1,3.539859951E-1
2.991681526E1,3.484883606E-1,-6.256603003E-1,2.422009408E-1
2.992670244E1,3.344388604E-1,-5.004366040E-1,1.945548505E-1
2.993658958E1,2.855710983E-1,-3.874298632E-1,2.195995897E-1
2.994647677E1,2.183778882E-1,-2.499892414E-1,3.045073450E-1
2.995636395E1,1.737860441E-1,-1.131594554E-1,4.285093546E-1
2.996625109E1,1.682884246E-1,3.894151375E-2,5.561764240E-1
2.997613828E1,1.878355294E-1,1.861557066E-1,6.673506498E-1
2.998602541E1,2.208212912E-1,2.551814318E-1,7.553126216E-1
2.999591260E1,2.568612695E-1,2.539597452E-1,7.913526297E-1
3.000579973E1,2.892361879E-1,2.118112892E-1,7.663078904E-1
3.001568692E1,2.825168669E-1,1.605001241E-1,6.893411279E-1
3.002557406E1,2.379250079E-1,1.159082651E-1,5.769452453E-1
3.003546124E1,2.305948436E-1,6.398624927E-2,4.547757804E-1
3.004534843E1,2.666348219E-1,-1.908897609E-2,3.503209054E-1
3.005523557E1,2.843494117E-1,-1.076618284E-1,2.825168669E-1
3.006512276E1,2.751866877E-1,-1.779092699E-1,2.580829561E-1
3.007500989E1,2.562504113E-1,-2.499892414E-1,2.764083743E-1
3.008489708E1,2.495311052E-1,-3.287885487E-1,3.191677034E-1
3.009478426E1,2.721324563E-1,-4.210264683E-1,3.692571819E-1
3.010467140E1,3.173351586E-1,-4.882196784E-1,4.217900336E-1
3.011455859E1,3.778090179E-1,-5.236487985E-1,4.749337435E-1
3.012444572E1,4.298073947E-1,-5.456393361E-1,5.341859460E-1
3.013433291E1,4.340833426E-1,-5.431959033E-1,5.861079693E-1
3.014422005E1,4.139253795E-1,-5.236487985E-1,6.172611713E-1
3.015410723E1,3.839175105E-1,-4.949389994E-1,6.349757314E-1
3.016399442E1,3.472666740E-1,-4.509579837E-1,6.526902914E-1
3.017388156E1,3.258870244E-1,-3.923166394E-1,6.771242023E-1
3.018376875E1,3.338280320E-1,-3.593308926E-1,7.088882327E-1
3.019365588E1,3.350497186E-1,-3.691044450E-1,7.565343380E-1
3.020354307E1,3.130592108E-1,-3.758237660E-1,8.047912717E-1
3.021343020E1,2.861819267E-1,-3.788780272E-1,8.273926377E-1
3.022331739E1,2.782409191E-1,-4.161396921E-1,8.371661901E-1
3.023320458E1,2.739650011E-1,-4.631749392E-1,8.622109294E-1
3.024309171E1,2.531961799E-1,-4.967715442E-1,9.061918855E-1
3.025297890E1,2.428117841E-1,-4.967715442E-1,9.544488192E-1
3.026286604E1,2.660239935E-1,-4.741701782E-1,9.862129092E-1
3.027275322E1,3.045073450E-1,-4.540122151E-1,9.837695360E-1
3.028264041E1,3.368822634E-1,-4.393518865E-1,9.489512444E-1
3.029252755E1,3.613161445E-1,-4.143071473E-1,8.988617659E-1
3.030241473E1,3.857500553E-1,-3.746020794E-1,8.506048322E-1
3.031230187E1,3.919348717E-1,-3.031329513E-1,8.170081973E-1
3.032218906E1,3.723114133E-1,-2.084516287E-1,8.078454733E-1
3.033207619E1,3.662029207E-1,-1.369825006E-1,8.139539957E-1
3.034196338E1,3.901023269E-1,-9.483403713E-2,8.102889061E-1
3.035185057E1,4.084277451E-1,-8.994726092E-2,7.803573608E-1
3.036173770E1,4.200338423E-1,-8.811471611E-2,7.345438004E-1
3.037162489E1,4.328616261E-1,-7.162184268E-2,7.101099491E-1
3.038151203E1,4.255314767E-1,-1.481304597E-2,7.241594195E-1
3.039139921E1,3.913240135E-1,5.604523420E-2,7.718055248E-1
3.040128640E1,3.747547865E-1,1.159082651E-1,8.298360109E-1
3.041117354E1,3.826957941E-1,1.714953631E-1,8.634325862E-1
3.042106072E1,3.881934285E-1,2.221956849E-1,8.603783846E-1
3.043094786E1,3.796415627E-1,2.759502530E-1,8.218950033E-1
3.044083505E1,3.692571819E-1,3.663556576E-1,7.559235096E-1
3.045072218E1,3.637595475E-1,4.793623984E-1,6.832326651E-1
3.046060937E1,3.503209054E-1,5.783196688E-1,6.368082762E-1
3.047049656E1,3.283303976E-1,6.455128193E-1,6.178719997E-1
3.048038369E1,3.185568452E-1,6.772769094E-1,6.197045445E-1
3.049027088E1,3.069507480E-1,6.920135617E-1,6.490252018E-1
3.050015802E1,2.764083743E-1,6.827745438E-1,6.948387623E-1
3.051004520E1,2.476985604E-1,6.705575585E-1,7.400414348E-1
3.051993239E1,2.519744933E-1,6.528429985E-1,7.821899056E-1
3.052981953E1,2.501419485E-1,6.192464232E-1,8.121214509E-1
3.053970671E1,2.305948436E-1,5.618267655E-1,8.218950033E-1
3.054959385E1,2.226538211E-1,5.263976455E-1,8.066238165E-1
3.055948104E1,2.299840003E-1,5.557183027E-1,7.858549953E-1
3.056936822E1,2.434226274E-1,6.051968932E-1,7.986828089E-1
3.057925536E1,2.690782249E-1,6.687250137E-1,8.402203918E-1
3.058914255E1,2.819060087E-1,7.249993682E-1,9.025267959E-1
3.059902968E1,2.586938143E-1,7.427139282E-1,9.733850956E-1
3.060891687E1,2.336490750E-1,7.146149278E-1,1.040578246E0
3.061880406E1,2.336490750E-1,6.247440577E-1,1.101052165E0
3.062869119E1,2.373141646E-1,4.622586668E-1,1.132205367E0
3.063857838E1,2.415900975E-1,2.771719396E-1,1.130983710E0
3.064846552E1,2.189887464E-1,1.220167428E-1,1.096776247E0
3.065835270E1,1.646233350E-1,9.620844387E-3,1.036302328E0
3.066823984E1,1.530172378E-1,-1.162136942E-1,9.697200060E-1
3.067812703E1,2.061609477E-1,-2.548760176E-1,9.251281619E-1
3.068801421E1,2.831276953E-1,-4.033119082E-1,9.208522439E-1
3.069790135E1,3.387148082E-1,-5.199837089E-1,9.294040799E-1
3.070778854E1,3.319954872E-1,-5.829010010E-1,9.159654379E-1
3.071767572E1,2.849602401E-1,-6.354338527E-1,8.664868474E-1
3.072756286E1,2.770192325E-1,-7.246175408E-1,7.687512636E-1
3.073745005E1,3.167243004E-1,-8.260182142E-1,6.270347238E-1
3.074733718E1,3.436015844E-1,-8.913788795E-1,4.718795121E-1
3.075722437E1,3.167243004E-1,-9.005415440E-1,3.234436214E-1
3.076711156E1,2.586938143E-1,-8.168554902E-1,2.128802687E-1
3.077699869E1,2.061609477E-1,-6.397097707E-1,2.159345001E-1
3.078688588E1,1.750077456E-1,-4.387410581E-1,3.264978528E-1
3.079677302E1,1.548497826E-1,-2.542651594E-1,4.706578255E-1
3.080666020E1,1.401894391E-1,-1.094943732E-1,5.806103349E-1
3.081654734E1,1.298050433E-1,-4.963133857E-2,6.203153729E-1
3.082643453E1,1.401894391E-1,-2.031067200E-2,5.903838873E-1
3.083632171E1,1.560714692E-1,2.183778957E-2,5.256340504E-1
3.084620885E1,1.701209545E-1,9.941539168E-2,4.504998624E-1
3.085609604E1,1.823379099E-1,2.136438340E-1,3.533751369E-1
3.086598322E1,1.908897758E-1,3.009949923E-1,2.373141646E-1
3.087587036E1,1.847812980E-1,3.248180151E-1,1.194206402E-1
3.088575755E1,1.591257155E-1,3.174878657E-1,2.290677279E-2
3.089564468E1,1.236965731E-1,3.486410677E-1,-2.840439789E-2
3.090553187E1,1.090362370E-1,3.956763148E-1,5.192201585E-3
3.091541900E1,1.346918195E-1,4.158342779E-1,1.078145429E-1
3.092530619E1,1.572931707E-1,4.219427407E-1,2.165453583E-1
3.093519338E1,1.469087601E-1,3.883461356E-1,2.690782249E-1
3.094508052E1,1.236965731E-1,3.193204105E-1,2.397575527E-1
3.095496770E1,1.133121699E-1,2.338017821E-1,1.560714692E-1
3.096485489E1,1.059819981E-1,1.378987730E-1,3.695625812E-2
3.097474203E1,8.948912472E-2,3.894151375E-2,-9.498675168E-2
3.098462921E1,6.444438547E-2,-4.535540938E-2,-2.250972092E-1
3.099451635E1,3.512371704E-2,-9.788827598E-2,-3.326063454E-1
3.100440354E1,5.803049076E-3,-1.119377613E-1,-3.875826001E-1
3.101429072E1,-2.535016090E-2,-1.265980899E-1,-3.802524209E-1
3.102417786E1,-5.222744122E-2,-1.333174109E-1,-3.319954872E-1
3.103406505E1,-5.161659420E-2,-1.229330078E-1,-2.721324563E-1
3.104395218E1,-2.901524492E-2,-1.565296054E-1,-1.890572309E-1
3.105383937E1,7.635590620E-3,-2.078407854E-1,-9.376505762E-2
3.106372656E1,2.962609194E-2,-2.377723008E-1,-4.123219103E-2
3.107361369E1,1.496575773E-2,-2.292204350E-1,-9.132166207E-2
3.108350088E1,-3.939964995E-2,-1.846285909E-1,-2.519744933E-1
3.109338802E1,-1.243074164E-1,-1.259872466E-1,-4.920374751E-1
3.110327520E1,-2.232646793E-1,-4.230117425E-2,-7.834116220E-1
3.111316239E1,-3.112266660E-1,6.520794332E-2,-1.089522481E0
3.112304953E1,-3.949127495E-1,2.112004459E-1,-1.343634844E0
3.113293671E1,-4.908157587E-1,4.109475017E-1,-1.477410436E0
3.114282385E1,-5.677825212E-1,6.351284385E-1,-1.476799607E0
3.115271104E1,-6.313106418E-1,7.494332194E-1,-1.389448404E0
3.116259822E1,-6.893411279E-1,6.852179170E-1,-1.275830865E0
3.117248536E1,-7.430956960E-1,5.025745630E-1,-1.222687125E0
3.118237255E1,-8.365553021E-1,3.040492237E-1,-1.279495955E0
3.119225973E1,-9.611681700E-1,1.433963925E-1,-1.446257234E0
3.120214687E1,-1.076007485E0,8.903098851E-2,-1.690596104E0
3.121203406E1,-1.156639338E0,1.458397806E-1,-1.950817108E0
3.122192124E1,-1.206728816E0,2.521272004E-1,-2.215313911E0
3.123180838E1,-1.247044683E0,4.194993675E-1,-2.500579596E0
3.124169557E1,-1.283084631E0,6.461237073E-1,-2.776682615E0
3.125158270E1,-1.316681266E0,7.879166007E-1,-2.924507618E0
3.126146989E1,-1.308129430E0,7.928034067E-1,-2.881748199E0
3.127135708E1,-1.257429123E0,6.999546289E-1,-2.745529413E0
3.128124421E1,-1.218945742E0,5.661026835E-1,-2.639241934E0
3.129113140E1,-1.201231122E0,3.999522328E-1,-2.603812695E0
3.130101854E1,-1.188403368E0,2.112004459E-1,-2.629468441E0
3.131090572E1,-1.162747741E0,8.597674966E-2,-2.705213547E0
3.132079291E1,-1.133427143E0,1.055238619E-1,-2.825550318E0
3.133068005E1,-1.125486016E0,2.338017821E-1,-2.984370708E0
3.134056723E1,-1.126096964E0,3.926220834E-1,-3.141969204E0
3.135045442E1,-1.087613583E0,4.842491746E-1,-3.190836906E0
3.136034156E1,-9.825478196E-1,4.359922409E-1,-3.026519060E0
3.137022875E1,-8.616000414E-1,3.559712470E-1,-2.708267689E0
3.138011588E1,-7.846332788E-1,3.364241421E-1,-2.357641459E0
3.139000307E1,-7.498149872E-1,3.248180151E-1,-2.045498371E0
3.139989026E1,-7.327113152E-1,2.771719396E-1,-1.816430688E0
3.140977739E1,-7.168292403E-1,1.910424829E-1,-1.702202201E0
3.141966458E1,-6.801784039E-1,1.776038408E-1,-1.706478119E0
3.142955177E1,-6.306998134E-1,2.417428046E-1,-1.788942575E0
3.143943890E1,-5.958815217E-1,2.673983872E-1,-1.860411644E0
3.144932609E1,-5.732801557E-1,2.912214398E-1,-1.854303241E0
3.145921322E1,-5.537330508E-1,3.242071867E-1,-1.746183276E0
3.146910041E1,-5.323534012E-1,2.857238054E-1,-1.532386661E0
3.147898760E1,-4.914266169E-1,1.971509457E-1,-1.256894588E0
3.148887473E1,-4.321744442E-1,7.620319724E-2,-9.655204415E-1
