Time (s),Gyroscope x (deg/s),Gyroscope y (deg/s),Gyroscope z (deg/s)
3.814769757E0,1.469087601E-1,5.176930502E-2,9.287932515E-1
3.824656892E0,1.505738497E-1,1.091889441E-1,9.562813640E-1
3.834544027E0,1.627907902E-1,2.081461996E-1,9.984298348E-1
3.844431111E0,1.872246861E-1,3.235963285E-1,1.017976999E0
3.854318246E0,2.049392611E-1,3.981196880E-1,9.917105436E-1
3.864205329E0,2.244863659E-1,4.262186885E-1,9.385668039E-1
3.874092465E0,2.318165302E-1,4.182776511E-1,8.848122358E-1
3.883979548E0,2.073826492E-1,3.932329118E-1,8.438854814E-1
3.893866684E0,1.774511337E-1,3.761292100E-1,8.298360109E-1
3.903753767E0,1.548497826E-1,3.816268146E-1,8.335011005E-1
3.913640902E0,1.157555580E-1,3.742966652E-1,8.359444737E-1
3.923527986E0,7.727217674E-2,3.333698809E-1,8.218950033E-1
3.933415121E0,4.123219103E-2,2.551814318E-1,7.937960029E-1
3.943302257E0,1.557660475E-2,1.250709742E-1,7.656970620E-1
3.953189340E0,3.970507067E-3,-1.374406274E-3,7.485933304E-1
3.963076475E0,3.054236295E-4,-9.727742523E-2,7.449282408E-1
3.972963559E0,-1.863084175E-2,-1.785201132E-1,7.601994276E-1
3.982850694E0,-5.222744122E-2,-1.998997629E-1,7.986828089E-1
3.992737777E0,-7.055285573E-2,-1.742441803E-1,8.493831158E-1
4.002624913E0,-6.749862432E-2,-1.571404636E-1,8.958075047E-1
4.012512048E0,-9.009996802E-2,-1.565296054E-1,9.281824231E-1
4.022399132E0,-1.579040140E-1,-1.650814712E-1,9.184088707E-1
4.032286267E0,-2.226538211E-1,-2.347180545E-1,8.469397426E-1
4.042173350E0,-2.342599183E-1,-3.691044450E-1,7.284353375E-1
4.052060486E0,-2.336490750E-1,-5.205945969E-1,6.129852533E-1
4.061947569E0,-2.483094037E-1,-6.433748603E-1,5.470137000E-1
4.071834704E0,-2.476985604E-1,-7.478297353E-1,5.323534012E-1
4.081721788E0,-2.446443290E-1,-8.473978639E-1,5.573981404E-1
4.091608923E0,-2.776300907E-1,-9.842276573E-1,6.227588058E-1
4.101496059E0,-3.155026138E-1,-1.149767280E0,7.180509567E-1
4.111383142E0,-3.393256664E-1,-1.249946237E0,8.328902125E-1
4.121270277E0,-3.607053161E-1,-1.254832983E0,9.379559755E-1
4.131157361E0,-3.735330999E-1,-1.208408594E0,9.917105436E-1
4.141044496E0,-3.515425920E-1,-1.133274436E0,9.611681700E-1
4.150931579E0,-3.222219348E-1,-1.044090629E0,8.622109294E-1
4.160818715E0,-3.148917556E-1,-9.304730892E-1,7.510367036E-1
4.170705850E0,-3.100049794E-1,-7.563816309E-1,6.636855602E-1
4.180592934E0,-2.849602401E-1,-5.761816502E-1,6.056550741E-1
4.190480069E0,-2.238755226E-1,-4.479037523E-1,5.445703268E-1
4.200367152E0,-1.444653720E-1,-3.825430870E-1,4.761554301E-1
4.210254288E0,-6.749862432E-2,-3.636068404E-1,4.327852726E-1
4.220141423E0,3.970507067E-3,-3.367295563E-1,4.504998624E-1
4.230028507E0,8.521319181E-2,-2.774773538E-1,5.097520351E-1
4.239915590E0,1.768402755E-1,-1.998997629E-1,5.494571328E-1
4.249802725E0,2.379250079E-1,-1.211004704E-1,5.238015056E-1
4.259689861E0,2.470877171E-1,-4.535540938E-2,4.242334068E-1
4.269576944E0,2.257080674E-1,1.267508045E-2,2.678565085E-1
4.279464079E0,1.774511337E-1,5.726693198E-2,9.926267713E-2
4.289351163E0,1.420219839E-1,1.201841980E-1,-4.184303805E-2
4.299238298E0,1.475196183E-1,2.386885732E-1,-1.383569092E-1
4.309125434E0,1.701209545E-1,3.901786804E-1,-1.896680743E-1
4.319012517E0,2.012741715E-1,5.483881235E-1,-1.988307834E-1
4.328899652E0,2.379250079E-1,6.852179170E-1,-1.719534993E-1
4.338786736E0,2.684673667E-1,7.695912123E-1,-1.365243644E-1
4.348673871E0,3.093941510E-1,8.178481460E-1,-1.389677525E-1
4.358560954E0,3.692571819E-1,8.465579152E-1,-1.951656938E-1
4.368448090E0,4.334724844E-1,8.367843628E-1,-2.867927849E-1
4.378335225E0,4.517979026E-1,8.086854219E-1,-3.943018913E-1
4.388222309E0,3.962107897E-1,8.679376245E-1,-4.969242513E-1
4.398109444E0,3.118375242E-1,9.791117907E-1,-5.897729993E-1
4.407996527E0,2.611372173E-1,1.086010098E0,-6.997255087E-1
4.417883663E0,2.360924631E-1,1.138542891E0,-8.353336453E-1
4.427770798E0,2.159345001E-1,1.144651413E0,-9.661312699E-1
4.437657882E0,2.067717910E-1,1.123882651E0,-1.052260756E0
4.447545017E0,2.061609477E-1,1.085399270E0,-1.074251294E0
4.457432100E0,2.232646793E-1,1.051191807E0,-1.057147503E0
4.467319236E0,2.483094037E-1,9.980480671E-1,-1.066310287E0
4.477206371E0,2.654131353E-1,8.972582817E-1,-1.154272199E0
4.487093454E0,2.556395829E-1,7.500441074E-1,-1.326531172E0
4.496980590E0,2.159345001E-1,5.758762360E-1,-1.567204952E0
4.506867673E0,1.432436854E-1,4.653128982E-1,-1.844529629E0
4.516754809E0,4.917320609E-2,4.653128982E-1,-2.086425066E0
4.526641944E0,-4.734066129E-2,5.294518471E-1,-2.236082792E0
4.536529027E0,-1.420219839E-1,6.229115129E-1,-2.303276062E0
4.546416163E0,-2.189887464E-1,7.225559354E-1,-2.295945883E0
4.556303246E0,-2.495311052E-1,7.897491455E-1,-2.214092255E0
4.566190382E0,-2.354816198E-1,7.970793247E-1,-2.077262402E0
4.576077517E0,-2.024958730E-1,7.274427414E-1,-1.941654325E0
4.585964600E0,-1.908897758E-1,6.131379604E-1,-1.862855077E0
4.595851736E0,-2.281514555E-1,4.585935771E-1,-1.883013010E0
4.605738819E0,-2.965663373E-1,3.174878657E-1,-2.020453691E0
4.615625954E0,-3.655920923E-1,2.319692522E-1,-2.243412971E0
4.625513038E0,-4.553866386E-1,2.203631550E-1,-2.528678656E0
4.635400173E0,-5.830537081E-1,2.887780368E-1,-2.835934639E0
4.645287309E0,-7.198835015E-1,3.779617548E-1,-3.030795097E0
4.655174392E0,-7.962393761E-1,4.549284875E-1,-2.989868164E0
4.665061527E0,-7.608102560E-1,5.343386531E-1,-2.747972727E0
4.674948663E0,-6.630746722E-1,5.893148780E-1,-2.413839340E0
4.684835746E0,-5.573981404E-1,6.161921620E-1,-2.099252939E0
4.694722882E0,-4.694361091E-1,5.929799676E-1,-1.893397450E0
4.704609965E0,-4.187358022E-1,4.860817194E-1,-1.814598083E0
4.714497100E0,-4.059080184E-1,3.504736125E-1,-1.843918800E0
4.724384236E0,-4.248442650E-1,2.325800955E-1,-1.939821839E0
4.734271319E0,-4.517215490E-1,1.598892659E-1,-2.055271864E0
4.744158454E0,-4.767662883E-1,1.140757278E-1,-2.172554731E0
4.754045538E0,-4.993676245E-1,9.513945878E-2,-2.275787830E0
4.763932673E0,-5.146388412E-1,7.864658535E-2,-2.294723988E0
4.773819809E0,-5.097520351E-1,8.903098851E-2,-2.139568806E0
4.783706892E0,-4.792096615E-1,1.959292591E-1,-1.856135726E0
4.793594027E0,-4.297310412E-1,3.486410677E-1,-1.547657847E0
4.803481163E0,-3.729222417E-1,4.140017331E-1,-1.299653888E0
4.813368246E0,-3.179459870E-1,3.804051280E-1,-1.157326460E0
4.823255382E0,-2.812951505E-1,2.747285664E-1,-1.098074317E0
4.833142465E0,-2.544178963E-1,1.232384369E-1,-1.062034369E0
4.843029600E0,-2.189887464E-1,-3.206948051E-3,-9.997279048E-1
4.852916736E0,-1.707318127E-1,-8.383878320E-2,-8.921424150E-1
4.862803819E0,-1.230857223E-1,-1.412584335E-1,-7.388197780E-1
4.872690954E0,-9.681928903E-2,-1.766875684E-1,-5.299099684E-1
4.882578038E0,-7.421794534E-2,-1.522536725E-1,-2.855710983E-1
4.892465173E0,-5.100574717E-2,-9.849911928E-2,-6.810946763E-2
4.902352309E0,-5.161659420E-2,-7.223268598E-2,6.383354217E-2
4.912239392E0,-5.039490014E-2,-6.856760383E-2,8.460234851E-2
4.922126527E0,-2.412846684E-2,-1.149920002E-1,4.795150831E-2
4.932013663E0,7.024743594E-3,-1.876828223E-1,1.557660475E-2
4.941900746E0,3.023693897E-2,-2.628170252E-1,2.535016090E-2
4.951787882E0,5.405998230E-2,-3.440597057E-1,7.849387079E-2
4.961674965E0,8.704573661E-2,-4.253024161E-1,1.359135211E-1
4.971562100E0,1.212531775E-1,-4.924955964E-1,1.743968874E-1
4.981449236E0,1.505738497E-1,-5.981721878E-1,1.957765520E-1
4.991336319E0,2.153236568E-1,-7.185090780E-1,1.847812980E-1
5.001223454E0,2.953446507E-1,-8.058602214E-1,1.310267299E-1
5.011110590E0,3.130592108E-1,-8.150229454E-1,4.367557913E-2
5.020997673E0,2.721324563E-1,-6.763606071E-1,-7.360709459E-2
5.030884809E0,2.538070381E-1,-3.886515796E-1,-1.591257155E-1
5.040771892E0,2.831276953E-1,-9.239064902E-2,-8.704573661E-2
5.050659027E0,3.381039500E-1,1.415638477E-1,1.524063945E-1
5.060546163E0,3.937674165E-1,2.954973578E-1,4.162923992E-1
5.070433246E0,4.053735137E-1,3.284831047E-1,5.806103349E-1
5.080320382E0,3.680354655E-1,2.576248348E-1,6.166502833E-1
5.090207517E0,3.063398898E-1,1.403421611E-1,5.751127005E-1
5.100094600E0,2.519744933E-1,3.344388679E-2,5.378510356E-1
5.109981736E0,2.513636351E-1,-6.872031838E-3,5.470137000E-1
5.119868819E0,2.977880239E-1,2.061609551E-2,5.934380889E-1
5.129755954E0,3.387148082E-1,6.704048812E-2,6.368082762E-1
5.139643090E0,3.600944579E-1,7.437065244E-2,6.539120078E-1
5.149530173E0,3.448232710E-1,-1.420219894E-2,6.942279339E-1
5.159417309E0,3.100049794E-1,-5.085303262E-2,7.595885396E-1
5.169304444E0,2.605263591E-1,-2.947338112E-2,8.438854814E-1
5.179191527E0,2.226538211E-1,7.177455351E-3,9.636115432E-1
5.189078663E0,2.189887464E-1,4.627167806E-2,1.111436605E0
5.198965798E0,2.269297540E-1,3.833066672E-2,1.256818295E0
5.208852882E0,2.385358512E-1,-2.336490713E-2,1.349056125E0
5.218740017E0,2.593046725E-1,-1.272089481E-1,1.360662222E0
5.228627100E0,2.757975459E-1,-2.481566966E-1,1.327676535E0
5.238514236E0,2.757975459E-1,-3.379512429E-1,1.308740258E0
5.248401371E0,3.075616062E-1,-3.556658030E-1,1.335617542E0
5.258288454E0,3.442124426E-1,-3.171824515E-1,1.401589036E0
5.268175590E0,3.907131851E-1,-2.090624720E-1,1.459619522E0
5.278062725E0,4.389701188E-1,-1.217113137E-1,1.461452127E0
5.287949809E0,4.585172236E-1,-1.223221645E-1,1.374711752E0
5.297836944E0,4.450785816E-1,-1.705790907E-1,1.221999884E0
5.307724079E0,4.120928347E-1,-2.261662036E-1,1.061957955E0
5.317611163E0,3.796415627E-1,-2.817533016E-1,9.367342591E-1
5.327498298E0,3.484883606E-1,-3.355078697E-1,8.493831158E-1
5.337385382E0,3.191677034E-1,-3.587200642E-1,7.809682488E-1
5.347272517E0,3.197785318E-1,-3.929274976E-1,7.198835015E-1
5.357159652E0,3.484883606E-1,-4.240806997E-1,6.679614782E-1
5.367046736E0,3.845283389E-1,-4.002576768E-1,6.123743653E-1
5.376933871E0,4.072060585E-1,-3.593308926E-1,5.464028716E-1
5.386821007E0,4.035409689E-1,-2.927485406E-1,4.749337435E-1
5.396708090E0,3.765873313E-1,-1.895153672E-1,4.199574888E-1
5.406595225E0,3.570402265E-1,-1.204896197E-1,3.888042867E-1
5.416482361E0,3.423798978E-1,-1.003316641E-1,3.759764731E-1
5.426369444E0,2.904578745E-1,-1.021642014E-1,3.991886973E-1
5.436256579E0,2.312056869E-1,-1.052184403E-1,4.553866386E-1
5.446143715E0,2.281514555E-1,-8.811471611E-2,5.262449384E-1
5.456030798E0,2.721324563E-1,-5.818320066E-2,6.026008129E-1
5.465917934E0,3.228327632E-1,1.634016447E-2,6.801784039E-1
5.475805017E0,3.228327632E-1,1.226275861E-1,7.479824424E-1
5.485692152E0,2.794626355E-1,1.959292591E-1,7.821899056E-1
5.495579288E0,2.434226274E-1,2.270824611E-1,7.595885396E-1
5.505466371E0,2.226538211E-1,2.557922900E-1,6.868977547E-1
5.515353507E0,2.195995897E-1,3.260397315E-1,6.209262609E-1
5.525240642E0,2.195995897E-1,4.500417113E-1,6.111527085E-1
5.535127725E0,2.299840003E-1,5.532749295E-1,6.771242023E-1
5.545014861E0,2.550287247E-1,6.381826997E-1,7.724163532E-1
5.554901996E0,2.721324563E-1,7.237776518E-1,8.170081973E-1
5.564789079E0,2.586938143E-1,7.433247566E-1,8.011261821E-1
5.574676215E0,2.232646793E-1,6.583406329E-1,7.455390692E-1
5.584563350E0,1.872246861E-1,5.270084739E-1,6.685723066E-1
5.594450434E0,1.627907902E-1,3.651339412E-1,6.142069101E-1
5.604337569E0,1.719534993E-1,2.179197669E-1,6.062659025E-1
5.614224704E0,1.866138428E-1,1.476723254E-1,6.172611713E-1
5.624111788E0,1.866138428E-1,1.342336833E-1,6.123743653E-1
5.633998923E0,1.701209545E-1,1.342336833E-1,5.854970813E-1
5.643886059E0,1.340809762E-1,1.061347127E-1,5.549547076E-1
5.653773142E0,1.151447073E-1,3.100049868E-2,5.347967744E-1
5.663660277E0,1.383569092E-1,-6.673506647E-2,5.262449384E-1
5.673547361E0,1.548497826E-1,-1.730224788E-1,5.347967744E-1
5.683434496E0,1.408002973E-1,-2.518217862E-1,5.598415136E-1
5.693321632E0,1.120904684E-1,-3.086305857E-1,5.971031785E-1
5.703208715E0,9.559759498E-2,-3.562766612E-1,6.398624778E-1
5.713095850E0,8.460234851E-2,-3.623851240E-1,6.801784039E-1
5.722982986E0,8.643488586E-2,-3.520007432E-1,7.137750387E-1
5.732870069E0,1.072036922E-1,-3.526115716E-1,7.406523228E-1
5.742757204E0,1.310267299E-1,-3.452814221E-1,7.687512636E-1
5.752644340E0,1.334701329E-1,-3.135173619E-1,8.225058317E-1
5.762531423E0,1.065928489E-1,-2.420482337E-1,9.202414155E-1
5.772418559E0,9.926267713E-2,-1.235438585E-1,1.036913276E0
5.782305694E0,9.559759498E-2,-2.764083818E-2,1.148087382E0
5.792192777E0,6.261184067E-2,3.833066672E-2,1.264148355E0
5.802079913E0,4.856235534E-2,8.414421231E-2,1.349056125E0
5.811967048E0,6.810946763E-2,7.070557028E-2,1.403421521E0
5.821854132E0,7.543963939E-2,3.161134571E-2,1.443126678E0
5.831741267E0,3.634541109E-2,-2.214321308E-2,1.479166627E0
5.841628402E0,-6.413896102E-3,-7.834116369E-2,1.482220888E0
5.851515486E0,-1.313321572E-2,-1.375933439E-1,1.437018156E0
5.861402621E0,-2.535016090E-2,-1.779092699E-1,1.344169378E0
5.871289757E0,-1.985253580E-2,-1.797417998E-1,1.189014196E0
5.881176840E0,2.748812549E-3,-1.644706279E-1,9.996515512E-1
5.891063975E0,3.390202299E-2,-1.528645307E-1,8.426637650E-1
5.900951111E0,5.100574717E-2,-1.559187621E-1,7.711946368E-1
5.910838194E0,5.283828825E-2,-1.369825006E-1,7.650861740E-1
5.920725329E0,4.734066129E-2,-8.078455180E-2,7.925743461E-1
5.930612465E0,5.589252338E-2,-2.031067200E-2,8.017370105E-1
5.940499548E0,7.849387079E-2,6.215370819E-2,7.699729800E-1
5.950386684E0,1.084253863E-1,1.818797737E-1,7.174401283E-1
5.960273819E0,1.267508119E-1,2.991624475E-1,6.826218367E-1
5.970160902E0,1.108687744E-1,4.097257853E-1,6.777350307E-1
5.980048038E0,8.704573661E-2,5.392253995E-1,6.759024858E-1
5.989935173E0,9.681928903E-2,6.766660213E-1,6.704048514E-1
5.999822257E0,1.371352077E-1,8.172372580E-1,6.539120078E-1
6.009709392E0,1.652341783E-1,9.003124833E-1,6.423059106E-1
6.019596527E0,1.175880954E-1,8.679376245E-1,6.435275674E-1
6.029483611E0,1.740914769E-2,6.699467301E-1,6.435275674E-1
6.039370746E0,-4.245388508E-2,3.785725832E-1,5.897729993E-1
6.049257882E0,-4.489727318E-2,7.803573459E-2,4.627167881E-1
6.059144965E0,-5.283828825E-2,-2.200577259E-1,3.179459870E-1
6.069032100E0,-1.175880954E-1,-4.558447599E-1,2.281514555E-1
6.078919236E0,-2.073826492E-1,-5.993938446E-1,2.122694254E-1
6.088806319E0,-2.696890533E-1,-6.665870547E-1,2.299840003E-1
6.098693454E0,-3.087832928E-1,-6.745280623E-1,2.599155009E-1
6.108580590E0,-3.326063454E-1,-6.177192926E-1,3.148917556E-1
6.118467673E0,-3.374931216E-1,-5.474718809E-1,3.826957941E-1
6.128354809E0,-3.252761662E-1,-5.431959033E-1,4.266768098E-1
6.138241944E0,-3.020639718E-1,-6.250494719E-1,4.150707126E-1
6.148129027E0,-3.026748300E-1,-7.227849960E-1,3.668137789E-1
6.158016163E0,-3.271087110E-1,-7.313368917E-1,3.784198761E-1
6.167903298E0,-3.374931216E-1,-6.183301210E-1,5.005893111E-1
6.177790382E0,-3.161134422E-1,-4.411844313E-1,6.484143734E-1
6.187677517E0,-2.745758295E-1,-2.811424434E-1,7.314895988E-1
6.197564652E0,-2.336490750E-1,-1.907370538E-1,7.742488980E-1
6.207451736E0,-1.908897758E-1,-1.113269106E-1,8.170081973E-1
6.217338871E0,-1.499630064E-1,-1.053711493E-2,8.597674966E-1
6.227226007E0,-1.212531775E-1,6.642963737E-2,8.872556686E-1
6.237113090E0,-1.108687744E-1,8.780929446E-2,8.951966763E-1
6.247000225E0,-1.175880954E-1,8.047912270E-2,8.585458398E-1
6.256887361E0,-1.371352077E-1,3.833066672E-2,7.632536292E-1
6.266774444E0,-1.682884246E-1,-1.969982497E-2,6.276455522E-1
6.276661579E0,-1.915006191E-1,-7.467607409E-2,4.731011987E-1
6.286548715E0,-1.963873953E-1,-1.027750522E-1,3.069507480E-1
6.296435850E0,-2.012741715E-1,-1.021642014E-1,1.566823274E-1
6.306322934E0,-1.933331639E-1,-1.168245375E-1,6.383354217E-2
6.316210069E0,-1.591257155E-1,-1.369825006E-1,3.573456407E-2
6.326097204E0,-1.108687744E-1,-1.461452097E-1,2.840439789E-2
6.335984288E0,-4.672981426E-2,-1.644706279E-1,9.468132630E-3
6.345871423E0,-9.162708884E-4,-1.986780763E-1,-3.145863488E-2
6.355758559E0,3.512371704E-2,-2.273878902E-1,-9.132166207E-2
6.365645642E0,6.933116168E-2,-2.426590770E-1,-1.603474021E-1
6.375532777E0,9.865183383E-2,-2.377723008E-1,-2.104368806E-1
6.385419913E0,1.322484314E-1,-2.194468826E-1,-2.446443290E-1
6.395306996E0,1.756185889E-1,-2.108950168E-1,-3.234436214E-1
6.405194132E0,2.079934925E-1,-2.011214644E-1,-4.767662883E-1
6.415081267E0,2.342599183E-1,-1.870719790E-1,-6.649072170E-1
6.424968350E0,2.373141646E-1,-1.272089481E-1,-7.840224504E-1
6.434855486E0,2.018850148E-1,2.672456764E-2,-7.711946368E-1
6.444742621E0,1.609582454E-1,2.276933193E-1,-6.917845011E-1
6.454629757E0,1.469087601E-1,4.085040987E-1,-6.667397618E-1
6.464516840E0,1.426328421E-1,4.989095032E-1,-7.760814428E-1
6.474403975E0,1.078145429E-1,4.909684956E-1,-9.991170764E-1
6.484291111E0,2.351761982E-2,4.408790171E-1,-1.247120976E0
6.494178194E0,-8.215895295E-2,4.311054647E-1,-1.490238190E0
6.504065329E0,-1.743968874E-1,4.928010404E-1,-1.735798836E0
6.513952465E0,-2.556395829E-1,6.039752364E-1,-1.958147287E0
6.523839548E0,-3.142809272E-1,7.152257562E-1,-2.144455671E0
6.533726684E0,-3.600944579E-1,7.512657642E-1,-2.284339666E0
6.543613819E0,-3.955236077E-1,7.396596670E-1,-2.350311279E0
6.553500902E0,-4.407263100E-1,7.201125622E-1,-2.335650921E0
6.563388038E0,-5.115845799E-1,6.895701885E-1,-2.235471964E0
6.573275173E0,-5.891621709E-1,6.467345357E-1,-2.098642111E0
6.583162309E0,-6.441384554E-1,5.844281316E-1,-2.029005527E0
6.593049392E0,-6.777350307E-1,4.701996744E-1,-2.084592581E0
6.602936527E0,-6.960604787E-1,3.394783735E-1,-2.256240606E0
6.612823663E0,-7.394306064E-1,2.252499312E-1,-2.506077290E0
6.622710746E0,-7.986828089E-1,1.769929975E-1,-2.770574093E0
6.632597882E0,-8.573241234E-1,1.653869003E-1,-2.977651358E0
6.642485017E0,-9.086353183E-1,1.513374150E-1,-3.064391613E0
6.652372152E0,-9.147437811E-1,1.849340051E-1,-3.008804560E0
6.662259236E0,-8.762603998E-1,2.612899244E-1,-2.846930027E0
6.672146371E0,-7.882983685E-1,3.016058207E-1,-2.632522583E0
6.682033507E0,-6.722373962E-1,2.857238054E-1,-2.427888870E0
6.691920590E0,-6.056550741E-1,2.368560284E-1,-2.288004875E0
6.701807725E0,-6.111527085E-1,1.488940120E-1,-2.244023800E0
6.711694861E0,-6.459710002E-1,1.679830020E-3,-2.280674696E0
6.721581996E0,-6.661289334E-1,-1.675248593E-1,-2.366804123E0
6.731469079E0,-6.624638438E-1,-2.958027720E-1,-2.457209349E0
6.741356215E0,-6.380299330E-1,-3.391729295E-1,-2.488973618E0
6.751243350E0,-5.812211633E-1,-2.744231224E-1,-2.438273191E0
6.761130434E0,-5.256340504E-1,-1.418692768E-1,-2.323433876E0
6.771017569E0,-4.895940721E-1,2.977880463E-2,-2.149953365E0
6.780904704E0,-4.755446017E-1,1.611109674E-1,-1.914777040E0
6.790791788E0,-4.621059597E-1,2.631224692E-1,-1.686931014E0
6.800678923E0,-4.504998624E-1,3.571929336E-1,-1.559874773E0
6.810566059E0,-4.346178174E-1,3.907895386E-1,-1.533608437E0
6.820453194E0,-3.906368315E-1,3.987305462E-1,-1.572091818E0
6.830340277E0,-3.191677034E-1,4.237752855E-1,-1.631343961E0
6.840227413E0,-2.409792393E-1,4.561502039E-1,-1.673492432E0
6.850114548E0,-1.713426560E-1,4.756973088E-1,-1.646004319E0
6.860001632E0,-1.188097894E-1,4.934118688E-1,-1.512228727E0
6.869888767E0,-8.826743066E-2,5.318952799E-1,-1.261781335E0
6.879775902E0,-8.093725890E-2,5.697677732E-1,-9.343672395E-1
6.889662986E0,-8.154810965E-2,5.716003180E-1,-6.258130074E-1
6.899550121E0,-7.666133344E-2,5.172349215E-1,-4.065188468E-1
6.909437257E0,-6.933116168E-2,4.194993675E-1,-2.800734639E-1
6.919324392E0,-3.939964995E-2,2.961082160E-1,-2.049392611E-1
6.929211475E0,2.535016090E-2,1.488940120E-1,-1.475196183E-1
6.939098611E0,9.315420687E-2,-3.802524135E-2,-1.047603041E-1
6.948985746E0,1.505738497E-1,-2.640387416E-1,-6.994201243E-2
6.958872829E0,2.208212912E-1,-4.918847680E-1,-1.618745178E-2
6.968759965E0,3.313846290E-1,-7.026270628E-1,9.437590092E-2
6.978647100E0,4.243097901E-1,-8.626690507E-1,2.525853515E-1
6.988534236E0,4.554629922E-1,-9.158127308E-1,4.095730782E-1
6.998421319E0,4.463002682E-1,-8.229639530E-1,5.073086619E-1
7.008308454E0,4.041518271E-1,-6.116108298E-1,5.066977739E-1
7.018195590E0,3.295520842E-1,-3.355078697E-1,4.230117202E-1
7.028082673E0,2.764083743E-1,-1.131594554E-1,3.417690396E-1
7.037969809E0,3.038965166E-1,-3.436015919E-2,3.582619131E-1
7.047856944E0,3.558185399E-1,2.000524849E-2,4.407263100E-1
7.057744079E0,3.527642787E-1,1.128540337E-1,4.993676245E-1
7.067631163E0,3.075616062E-1,1.672194302E-1,4.902049303E-1
7.077518298E0,2.312056869E-1,2.301367074E-1,4.120164812E-1
7.087405434E0,1.890572309E-1,3.486410677E-1,3.429907262E-1
7.097292517E0,2.293731421E-1,4.928010404E-1,3.344388604E-1
7.107179652E0,2.641914487E-1,6.424586177E-1,3.698680103E-1
7.117066788E0,2.373141646E-1,7.769213319E-1,4.059080184E-1
7.126953923E0,1.884463727E-1,8.447254300E-1,4.431696832E-1
7.136841007E0,1.493521482E-1,8.477796316E-1,5.128062963E-1
7.146728142E0,1.175880954E-1,8.245674372E-1,6.172611713E-1
7.156615277E0,9.926267713E-2,7.946359515E-1,7.302678823E-1
7.166502413E0,1.432436854E-1,7.530983090E-1,8.561024070E-1
7.176389496E0,2.538070381E-1,6.772769094E-1,1.008814216E0
7.186276632E0,3.490992188E-1,4.775298536E-1,1.159693480E0
7.196163767E0,3.637595475E-1,1.904316396E-1,1.264148355E0
7.206050850E0,2.898470163E-1,-8.139539510E-2,1.306296825E0
7.215937986E0,1.963873953E-1,-3.110739589E-1,1.302020907E0
7.225825121E0,1.371352077E-1,-5.285356045E-1,1.281252146E0
7.235712257E0,1.236965731E-1,-7.661551833E-1,1.259872437E0
7.245599340E0,1.493521482E-1,-9.628480077E-1,1.233605981E0
7.255486475E0,2.177670449E-1,-1.100288630E0,1.204896212E0
7.265373611E0,3.008422852E-1,-1.166260123E0,1.179851532E0
7.275260694E0,3.955999613E-1,-1.144269586E0,1.143200636E0
7.285147829E0,4.823402762E-1,-1.097845197E0,1.079672575E0
7.295034965E0,5.012765527E-1,-1.052031636E0,9.721634388E-1
7.304922100E0,4.267531633E-1,-1.006218195E0,8.438854814E-1
7.314809184E0,3.087832928E-1,-9.659022093E-1,7.406523228E-1
7.324696319E0,2.501419485E-1,-9.439117312E-1,6.899519563E-1
